,rating,reviews,sentiment
70,1.0,delivery fast boong,Neutral
71,1.0,dont use jt expedition anymore delivery process take long time even though buying good together different expedition expedition ...,Positive
72,1.0,pack please really package day come usually cepet field please convenience morning mantau gaada change ...,Positive
73,1.0,good stuff take long time mostly going around thats stuff ...,Positive
74,1.0,garbage pay postage destination fellow jakarta week arrived phone c useless kapok kamal branch trash said c small warehouse gaad phone branch small warehouse package big bgsat ...,Negative
75,1.0,item lost jnts warehouse said wasnt scanned warehouse little disappointed service ...,Negative
76,1.0,really long usually day almost month far stuff ...,Neutral
77,1.0,star order star formality submitting complaint,Negative
78,1.0,send november november receipt checked good still jakarta gateway ...,Positive
79,1.0,package bought november still held gateaway jkt usually day batam phone turned hadeh ...,Neutral
80,1.0,day since package sent mind jakarta jakarta,Neutral
81,1.0,experience using jt express really disappointing delivery took long time call jt good still ...,Positive
82,1.0,disappointed service,Negative
83,1.0,worst delivery cargo service ever already day package pick never use service jt ...,Negative
84,1.0,disappointed,Negative
85,1.0,package day since grocery package unemployed dont know wasnt sent destination city even though fragile reported answer yes wait asked ...,Positive
86,1.0,jnt courier thief good phone noon didnt come office send good reason sender name intentionally sent office clear manager name ...,Positive
87,2.0,please npwp jt listed official website made difficult office claim receipt number npwp ...,Positive
88,3.0,package stag jkt day stag banjarmasin day pangkalan bun kalteng arrive plane every day palangkaraya pangkalan bun travel far via banjarmasin ...,Neutral
89,1.0,name express delivery take long time ...,Neutral
90,1.0,responsibility contacted j package response think didnt pay bro use daon please understand responsibility party ...,Positive
91,1.0,please jt even better yes package received report received called complaint hasnt arrived yet really bad ...,Positive
92,5.0,sorry want ask former collection point drop point please reply please ...,Positive
93,1.0,slow service package arrived jakarta transit center since september sent asked phoned repeatedly answered reason ...,Neutral
94,1.0,package arrived day statement received courier number difficult contact please help baturaja branch south sumatra correct courier like ...,Positive
95,1.0,bad expedition good,Negative
96,1.0,rubbishworst worst expedition,Negative
97,1.0,disappointing experience jt express kranggan day set pickup package courier came ok think positively maybe lot delivery day came jnt ...,Positive
98,1.0,bad experience using jt promised pick yesterday noon told wait oclock evening h oclock hasnt picked yetbad ...,Neutral
99,1.0,think twice use jnt bad handle package,Negative
100,1.0,duh jnt service getting worse ive packed neatly without defect customer leak heck transportation good also seen office package ...,Positive
101,1.0,please tell courier know destination one receives dont put good front house good taken someone else lost want responsible ...,Positive
102,1.0,bad service call day solution never recommended ...,Negative
103,1.0,delivery service worst compared delivery service please act courier palembang branch kertapati many time item ordered arrive address ...,Negative
104,1.0,recommended alluseless unprofessional,Negative
105,1.0,parahhh worst dotted experience expedition calling c useless many week havent arrived example dong jne sicepat call c immediately problem resolved ...,Negative
106,1.0,bad experience call center good attitude protect bad issue outside change habbit asked drop point position tell doesnt know negatif review review board true,Negative
107,1.0,jt service ugly,Negative
108,1.0,stop using jnt service call center baaad didnt help recommended,Negative
109,1.0,award worst delivery service time go jnt congrats requested pick order one coming get package initiative calling customer pick order maybe would like ...,Positive
110,5.0,today flight departs bangka send good time time ...,Positive
111,3.0,far good guess,Positive
112,1.0,mania severe expedition know package clear week asked carefully instead jt party stuck swear rotten expedition know ...,Negative
113,2.0,bad jnt doesnt match name doesnt arrive ...,Negative
114,5.0,may always successful,Positive
115,1.0,really ugly gausa use day sampled even though fellow jakarta dont need use anymore boat went bankrupt ...,Negative
116,5.0,good,Positive
117,1.0,good sent destination city sent nation ...,Positive
118,1.0,disappointed jt service purchasing good tokedia notification declared already received even though hasnt waiting good intention jt finish ...,Positive
119,1.0,bad ig comment closed dm ig replied sent email response cured speechless ...,Negative
120,1.0,took long time used jt,Positive
121,1.0,defective expedition hasnt even arrived yet go heaven come courier ...,Positive
122,1.0,item didnt arrive c didnt help either,Negative
123,1.0,give use jt xpress name slow slow,Positive
124,1.0,time really disappointed jt usually send food package day hasnt arrived day confirm call center said wrong sorting ...,Negative
125,1.0,phone c request new receipt opening solution long process disappointed ...,Negative
126,1.0,west jakarta tangerang day arrived day arrived tangerang delivery time didnt arrive stupid ...,Positive
127,1.0,surprisingly jt status period changed still continues didnt arrive status track wasnt clear either really ...,Positive
128,1.0,hopefully one else us service expedition disappointing send jakteam good bekasi may item arrived even though june helllooooo ...,Positive
129,1.0,appropriate accordance news reported check ad detikcom expedition contribute well customer ...,Positive
130,2.0,mess didnt receive package said delivered party j ...,Positive
131,1.0,package jakarta address jakarta arrived week c repeatedly called answer always convey related team cant work dont need set ...,Neutral
132,1.0,package yesterday sent please help work jt thats someone order please deliver address indicated dont hold package paid doesnt owe mine ...,Positive
133,1.0,super bad service,Positive
134,1.0,package several time endurance almost week notification application written rescheduled cust even though contact scaler clender branch ...,Neutral
135,1.0,super bad service courier area send lazy good ...,Positive
136,1.0,order lost time delivery said received irresponsible shipping service check courier using fictitious courier phone phone picked ...,Negative
137,1.0,gladly review star bt j year year service bad good never arrive time ordered good june june good still exist j ...,Positive
138,1.0,worst service ever find another courier service,Negative
139,1.0,poor service,Negative
140,5.0,hai,Neutral
141,1.0,delivery cotton,Neutral
142,1.0,jt expedition clearest stuck warehouse day using reason passing drop point operational hour havent worked day im dizzy call center also useful thats ...,Negative
143,1.0,confused j dilapidated service shop shopee using jt courier service courier tried send destination address chance one home finally ...,Positive
144,1.0,terrain jakarta good may send june received instead sent back jakarta sorting wrong exactly working sent back jakarta asking money ...,Negative
145,1.0,courier nganter le teaching maen package aja throw course recruit true ...,Positive
146,1.0,worse good shipped may till today june still warehouse x hour status still severe original ...,Negative
147,1.0,expedition management quality poor disappointing package settle dc pulogadung day without clarity customer service response bad service consumer give use ...,Negative
148,1.0,old good arrive fast drop point shipping every item bought quickly arrived even though corona tp jt took long time arrive expedition recommendation used ...,Positive
149,5.0,,Neutral
150,1.0,worst expedition good always late slow shipment often delayed day ...,Negative
151,1.0,delivery long day late even though good ordered need fast ...,Positive
152,1.0,recommended poor service af better use service there star would even give single star ...,Positive
153,1.0,make hashtags medsos especially twitter whats worse whats service really bad long shipping make review atwmap consumer website useless let ...,Negative
154,1.0,mesen good day also didnt even arrive jakarta ...,Positive
155,2.0,bro ordered pesen cashew nut eid already far away package hasnt arrived yet dont eat mouse ...,Neutral
156,1.0,half star better give half severe expedition better use expedition slow sevice disappointing ...,Neutral
157,1.0,item hasnt arrived address come system confirmed courier item arrived ...,Neutral
158,1.0,give star please give packet pulse dc day anter stack ...,Positive
159,1.0,know good manner please act j drop point buaran jl buaran raya ...,Positive
160,1.0,halfstars,Neutral
161,1.0,im speechless,Neutral
162,1.0,jnt cilandak recommended cilandak use service day package hasnt delivered yet report location promised next day sent next day nobody ...,Positive
163,1.0,isnt right package nearest dc may yesterday isnt delivered place ...,Neutral
164,1.0,bogor may today date month counted eid holiday ...,Positive
165,1.0,ecommerce must consider quality logistics partner south tangerang south jakarta good arrived day isnt cool ...,Positive
166,1.0,package stuck stuck old dc really c hard contact ...,Negative
167,1.0,service bad recommended item arrived day according status good dc cakung may today may good sent ...,Positive
168,1.0,package received even though telephoned standard answer want ask warehouse without solution solution said j operation even told eid still ...,Negative
169,1.0,bad,Negative
170,1.0,long time ago,Neutral
171,1.0,better use po indonesia jne say brang drop point apparently brang doesnt exist ...,Negative
172,1.0,service really bad different beginning present ontime c fast response become crowded service decrease many rival remember ...,Negative
173,2.0,delivery took long time even though close shoppe day estimate item hasnt arrived yet jt application still going percentage ...,Negative
174,1.0,stuff hasnt arrived may hasnt also come yet jt im really disappointed good central jakarta west jakarta taking long time order bagets ...,Positive
175,1.0,disappointed service jt express item bought online store sent jt express dri date tpi hasnt arrived whats worse check receipt number ...,Positive
176,1.0,longest choice courier anternya losing choice new courier always complained select courier match express logo courier slow ...,Negative
177,5.0,satisfied bat n perfect understand bro late really lot package shopee platform strong cod choose express doesnt take long dont ...,Positive
178,1.0,item hasnt arrived yet,Neutral
179,1.0,better quick schedule etc,Positive
180,1.0,come dont use package process continues ...,Neutral
181,1.0,sent package stuck dc pesanggrahan continued thats product want use hello really bad jt long time ...,Negative
182,1.0,please saddest expedition price expensive shopee fastest estimation say turn null day stuck jkt gateaway sign deliver phone ...,Negative
183,1.0,good taken alone warehouse even though good stuck day anter reason package warehouse thousand yeselah name cargo cargo package warehouse ...,Positive
184,1.0,good delivered status received receive like want take responsibility asked answer given surely result ...,Positive
185,1.0,please please send packet read address mass bekasi address packet straying karawang right foolish ...,Positive
186,1.0,hardest delivery period jkrta tangerang week instead strayed surabaya fell even stupid life really make stupid ...,Negative
187,1.0,sent bandung may still close warehouse tangerang bad ...,Negative
188,1.0,delivery process always long dont understand different expedition already expert day expedition arrived didnt happen ...,Neutral
189,1.0,worst service service sector company doesnt see customer review time really need customer sending may hasnt arrived branch everywhere ...,Negative
190,1.0,service disappointing item ship instead kept silent beginning shipment ...,Negative
191,1.0,worse service package arrive since may today may used corona alibi expedition okay case package gone,Negative
192,1.0,c phone instead turned want ask item didnt arrive even though written web package received chaotic ...,Negative
193,1.0,package stuck sunter since may fresh plant die jnt responsible ...,Negative
194,1.0,want send package sorry told wait long time like week warranty may may good still held ...,Positive
195,1.0,courier please give person,Positive
196,1.0,closer lebaran slowly lose far sm jne palembang day doesnt move ...,Negative
197,1.0,ditracking actually give strange information saw review turned star ...,Negative
198,1.0,cook old package jakarta whats problem,Negative
199,1.0,pretty huge office service worst,Positive
200,1.0,good jkt want sent tangerang check ready go bandung haduhh ...,Positive
201,1.0,regular package day arrived week doesnt get rotten woyyyy compensation ...,Positive
202,1.0,useless comment complain poor service follow company board director may lord board director give taufi guidance change lie ...,Negative
203,5.0,great fast shipping,Positive
204,1.0,bad service day package j tarumajaya moment sent recipient address distance home j tarumajaya le km item purchased ...,Negative
205,1.0,package taking long dont want queue day better use fast jne ...,Positive
206,1.0,worst ever customer service didnt help delivery time really bad please use shipping company recommended,Negative
207,1.0,third time good near nothing arrived turn look drop point office found still website phone call never answered ...,Positive
208,1.0,good already dc pulogadung estimated date yet arrived even though send rawamangun one package package old dc ...,Positive
209,1.0,slow almost holiday effect,Positive
210,1.0,long time since delivery almost going take week cilandak ...,Neutral
211,1.0,bad didnt get phone told know bad there confirmation even though delay good cant confirm im calling right whats wrong ...,Negative
212,1.0,package arrived day,Neutral
213,1.0,worse dont want arrive night stale eating ...,Negative
214,1.0,jnt bad service good already warehouse havent queued yet havent delivered queued sent warehouse bad service isnt ...,Negative
215,1.0,already office contact courier package still hasnt arrived checked king ongkir item description sent hadeuhhhh ...,Neutral
216,1.0,tasikmalaya usually fast day still gate away ...,Neutral
217,1.0,jnt bad,Negative
218,2.0,good evening want complain package delivery via jt express ordered package shoppe package received address behalf fajri mentari package ...,Positive
219,1.0,disappointed confused item tracking report received friday reality received package good stuck ...,Negative
220,1.0,dont pick nearest agent gone ...,Neutral
221,1.0,worse service old like late clear customer care ...,Positive
222,1.0,send file using jnt destination even tangled like chilli wrap even though important file disappointing ...,Neutral
223,1.0,please ask mercy send north jakarta north jakarta day didnt arrive description good sent recipient address night failed send ran ...,Negative
224,1.0,took long time package arrive disappointed package sent havent received yet already use express package food ...,Negative
225,1.0,dear admin jt track record shipment arrived cikarang location ...,Positive
226,1.0,sumpaaaaaaaahhhhhhh long time take long time drop point day take long time even long time ...,Negative
227,1.0,worst delivery ever felt package passed one subdistrict another knowing mistake returned thrown wrong district even though address ...,Negative
228,1.0,hr hasnt arrived,Neutral
229,1.0,anjiinggg jnt bussuk send packed dinner package jar can broken dented send item two recipient address package ...,Negative
230,4.0,come item isnt sent day ago sent dp ...,Neutral
231,1.0,rotten courier eats blind salary origin carrier dont know address say active etc attempt find address ...,Negative
232,1.0,new player,Neutral
233,1.0,first time used jt service good sent destroyed responsibility second time using service good held warehouse day promise stay ...,Positive
234,1.0,package pulogadung since want arrive pendem thats package containing food destroyed cant sold shipping price cheap ...,Negative
235,1.0,worst expedition damn online shopping application work together expedition day good held branch warehouse even though close home ...,Negative
236,1.0,item didnt arrive even though ordered day ago ...,Neutral
237,1.0,package tanjung pinang ajjjh day day udh smpe jakarta ajjh udh berhariday trasing center crocodile swamp day longer even though far ...,Neutral
238,1.0,long time even though checked receipt left courier unemployed package food stale ...,Neutral
239,1.0,actually good overall make easy close banyuresmi area courier like go home really polite ...,Positive
240,1.0,expedition made high blood pressure bad,Negative
241,5.0,jt arrived quickly good safe courier also polite fine ...,Positive
242,1.0,really disappointed expedition sent item march tracked per may,Negative
243,1.0,jakarta bekasi take day even though already use regular one next service regular send next day like twice habit like delayed delivery ...,Positive
244,1.0,dont know cant call call center package office delivery able arrive today pm customer even though entered office pm ...,Neutral
245,1.0,package delivered time courier instead stored day warehouse even though package food,Neutral
246,1.0,performance greatly decreased package status dc jatiasih may may yet delivered went night take parent dc happened close ...,Neutral
247,1.0,today right wherever item already enters according administrative address even sent back sunter sent city team healthy different tangerang bogor ...,Positive
248,1.0,poor service recommended,Negative
249,1.0,sebenerny lazy online shopping application item arrived delivered person courier didnt tell even though number ...,Negative
250,1.0,sebenerny lazy online shopping application item arrived delivered person courier didnt tell even though number ...,Negative
251,1.0,service bad often stag package one place day new complaint must sent never packet lost ...,Negative
252,1.0,bad,Negative
253,1.0,good stuff ecommerce north jakarta took day go east jakarta lose competitor ...,Positive
254,1.0,used jnt fastest sending good longest ...,Positive
255,5.0,good fast handalllllllllllllllllllllllllllllllllllll,Positive
256,1.0,chaotic,Negative
257,1.0,kind company send lost item absolutely apology j t drop point recommendation especially take care j uncle subang professional ...,Positive
258,1.0,jt severe service course professional entah package hand tracking info package never use jt ...,Positive
259,2.0,said bit polite thank ...,Positive
260,1.0,testimonial service jnt,Neutral
261,1.0,courier phoned wa come number can not contacted returned address sent ...,Positive
262,1.0,courier enter item popbox arent given password item ...,Neutral
263,1.0,improve performance jnt many cust disappointed moreover jnt cab cilndak stuck day package without moving umpteenth time ...,Negative
264,1.0,severe disappointing using jnt service according estimation call center hard contact status item change severe nyesell ...,Negative
265,1.0,package delivered week even though already sent subdistrict udh want sent recipient address please dong gmn lost ...,Positive
266,1.0,let star judge,Neutral
267,1.0,crush,Negative
268,1.0,courier stupid sent package customer know package status received recipient person looking village ...,Negative
269,1.0,please act getting broken package arrive insolent ...,Negative
270,1.0,use courier service bad delivery courier using jt item never arrived april ...,Negative
271,2.0,took long even though using different courier arrived day ...,Neutral
272,1.0,package didnt arrive sent ciputat received diamond obviously address name isnt diamond say really ...,Positive
273,1.0,using shipping service description good arrived recipient behalf feel accepted ...,Positive
274,1.0,delivery bad three time package information arrived received havent received turn package brought home courier ...,Negative
275,1.0,please help please dont tell sunday didnt deliver address stts stored warehouse even though courier courier still available lockdown ...,Positive
276,1.0,package sent day,Neutral
277,1.0,packet lost responsibility package cilandak even though du treking also cilandak week gasampe ...,Negative
278,1.0,responsive slow package delivered one package within week ...,Positive
279,1.0,package didnt arrive almost week bad service ...,Negative
280,1.0,east jakarta east jakarta week hasnt arrived bad want use think time ...,Positive
281,1.0,never get call status like reschedule delivery time recipient joking jt please honest customer,Positive
282,1.0,contacted ciputat c well asked condition package storage day instead blocked hiya,Neutral
283,1.0,package still shut cilandak place didnt move even though delivery took minute j officer changed work lazy harmed company ...,Negative
284,1.0,udh day package didnt arrive even though bandung tgr got lost ...,Negative
285,1.0,severe servicehhhhhh ga jakarta bogor send day arrived hasnt arrived ...,Negative
286,1.0,really recommended swear wont use service anymore used jakarta express jakarta cook doesnt arrive call call center time say want help please help ...,Positive
287,1.0,personal shipping package rejected received marketplace arrogant service ...,Negative
288,1.0,package sent april yet haha cant professional dont make courier agent already called call center email complaint twitter instagram ...,Positive
289,3.0,many time reported surprised fact firm enough make upset ...,Negative
290,1.0,sent day hasnt arrived kapok pake jt want use expedition better think good ...,Positive
291,1.0,long time pile long,Neutral
292,1.0,old jt complained silence,Negative
293,1.0,package information rejected recipient fact courier arrived contacted new order number order ordered ...,Negative
294,1.0,unprofessional service package arrived day even though arrived cikupa location cikupa cute ...,Negative
295,1.0,j bad package near home sent time courier fact day package still branch sent ...,Negative
296,1.0,crow package anther rain,Neutral
297,1.0,please give priority one sent first person arrived jakarta arrived tanjung pandan havent good day fairer please prioritize come ...,Positive
298,1.0,send bogor south tangerang day hasnt arrived yet hahaha q laugh story ...,Positive
299,1.0,bad,Negative
300,1.0,cikarang ancurrrr package needed,Neutral
301,1.0,dear hr j recruiting different employee please pay attention ethic package slammed front eye ...,Positive
302,1.0,send stray package time,Neutral
303,1.0,slow expedition like hold good warehouse day day ...,Positive
304,1.0,still south tangerang week item dont add courier courier wrong period time good delivered address continues ...,Negative
305,1.0,delivering good march good arrive merely sold destination cikarang good checked longer know recipient waiting getting ...,Positive
306,1.0,good shipped jakarta gateway gateway april news woyy ...,Positive
307,1.0,jnt service really okay plant rotten let go dc jnt day ...,Negative
308,1.0,faster sicepat,Neutral
309,2.0,shipping estimate continues often stay quiet ckck ...,Neutral
310,1.0,worse courier service ever experience website nicely created fact jnt fail deliver good per dateline cant track good good arrived drop point customer service useless customer lost complain,Negative
311,1.0,even worse delivery sukoharjo bk trf saturday even though package arrived monday monday phone sent want take long time ...,Negative
312,1.0,even one city delivery take long time call center branch le responsive unprofessional ...,Negative
313,1.0,expensive shipping cost longer delivery time call center telephone number hadeeeeeeh website wow official j empire pay attention citizen,Positive
314,1.0,say item arrived fact didnt,Neutral
315,1.0,contact jnt call center cant called,Neutral
316,1.0,expected expect express package fast least day usually delivered next door day long time gymnast people dont promise good ...,Negative
317,1.0,im complaining item told return go back forth unclear sent item oulet j roxy central jakarta ...,Negative
318,1.0,worst shipping indonesia roundtrip package must picked using limited oclock oclock thought work time ...,Negative
319,1.0,poor delivery good jkt jkt day continuity like said lost stolen date still dropping estuary point check nothing ...,Negative
320,1.0,jt conch suitable company name,Positive
321,1.0,severe package march jatinegara closerjatinegarajatinegaraclender sd today march contacting call center covered hand checked x hour padahal east ...,Positive
322,1.0,peace upon allah mercy blessing please every time use j t service wont even arrive home leave food stall even though turn j t job ...,Positive
323,1.0,time using shipping service first shipment jakarta even brought bandung second sorting error longer third also arrived jakarta returned dc grogol grogol ...,Negative
324,1.0,dr first click pickup never dtg already looking closest request pickup still pickup using lie late check actually still taken ...,Neutral
325,1.0,old stuff arrived call call center,Neutral
326,3.0,north jakarta central jakarta day drank feeling using delivery next door one day ...,Positive
327,1.0,packet wrongly sorted long batam longer sent original address without movement day complained customer service email fb responded worked ...,Positive
328,1.0,severe expensive price delivery long call center ga ngebantu remove hand kapokkkk pake jt lah pake fast jne price cheaper safe dateng food ...,Positive
329,1.0,reject dfod jnt package original courier accused package arrive call call center status change complaint heeded ...,Negative
330,1.0,bad,Negative
331,1.0,item pickup service taking long time everything cant confirmed need certainty call center nothing produce anything call branch nobody pick phone please service ...,Positive
332,1.0,bad,Negative
333,1.0,recommend use expedition lg ...,Positive
334,5.0,helpful even though slow thank jne jne jne express ...,Positive
335,1.0,severe expedition kirmin good put wrong label driver request sent receiving address x hour still shipping receipt ...,Negative
336,1.0,feasible never use jt service order came rather emotion suggest dont use shipping ...,Negative
337,1.0,awfully recommended shipment sbyjkt held day branch office without clear explanation phone call center help like telephone answering machine answer ...,Positive
338,1.0,love star original geeky period batam jakarta day jakarta ciputat dlu day ciputat bintaro simpen dlu warehouse day even though office close system employee ...,Positive
339,1.0,longer shipment jakarta tangerang day courier initiative tel recipient package ...,Neutral
340,1.0,difficult hub package sent back destination city area packet left warehouse clarity want ask hard ...,Neutral
341,1.0,longest shipping worldwide dont recommend shipping via jt express ...,Negative
342,1.0,shipping within city km away march yet clear package received package march take day ...,Positive
343,1.0,period sending jakarta cikampek heart saturday today yet arrived yesterday telephoned delegate error sender even though already knew wrong jnt ...,Negative
344,1.0,worst courier service indonesia,Negative
345,3.0,complaint,Negative
346,1.0,delivery month dhl twice wrong sorting want move around long time warehouse tel c twice told wait let fix service dont lose expedition ...,Negative
347,1.0,crazy jt turn send home address quickly turn tangsel regional office must slow seriously feel really frustrated ...,Negative
348,1.0,jakarta stray,Neutral
349,1.0,package sent jakarta march today march hasnt arrived yet even though waiting use disappointed ...,Negative
350,2.0,destination close drop point distance hour receive package wonder long delivery said express really slow ...,Negative
351,1.0,seriously shipping suit item sent yet statement good stored warehouse passed ops hour ...,Positive
352,1.0,really bad package get lost long take must many people ...,Negative
353,1.0,really bad shipping jakarta tangerang day arrived usually shipping service take day arrive often unequal jt every delivery good always ...,Negative
354,1.0,really detrimental cant sent dangerous time ship pump packaged safely long wrapping layered good cant ...,Positive
355,1.0,shipment jakarta position good tangerang brought closer recipient address teluknaga area instead sent sukabumi paraaaah day ...,Positive
356,1.0,please educate courier time shipment written wrong address user moved obviously ngawur address used shipping service always arrives complain call ...,Negative
357,1.0,jnt best hehe,Positive
358,1.0,slow really slow slow really slow kapok,Neutral
359,1.0,jakarta tangerang hasnt day arrived soundtrack song must replaced gosh ...,Neutral
360,1.0,really bad package stuck tgr gateway day hasnt even around yet jt feeling used use service good problematic ...,Negative
361,1.0,kapookkk doesnt want anymore,Negative
362,1.0,order use shopee jt express west jakarta tangerang need day still hasnt disappointed service wait whipped alias new telephone road ...,Positive
363,1.0,worst expedition ever shut already expensive work right ...,Negative
364,1.0,poor service bad recommended jakarta tangerang need week,Negative
365,1.0,order item form wedding ceremony march event sent cakung jakarta march good stopped tgr gateway march item hasnt arrived phone customer service ...,Positive
366,1.0,took long said express package still delayed ajj warehouse ...,Negative
367,1.0,really ugly slow,Negative
368,1.0,service jutex branch office friendly,Positive
369,1.0,delivery cibinong ciputat day march march clear info ...,Positive
370,1.0,disappointed send package using jnt month ago date feb sent vehicle registration moratorium grogot kaltim cikarang west java ...,Negative
371,1.0,call c jt time met company c stuck like asked answer different answering teasing intonation kapok send item using jt delivery jakarta ...,Positive
372,1.0,good stored warehouse day delivered reason shop closed extraordinary ...,Positive
373,1.0,package didnt arrive almost week clarity time call response please wait try make cellphone active contacted later ...,Positive
374,1.0,bad come warehouse delivery take day muke youre crazy ...,Negative
375,1.0,come item didnt reach bad jt got stray package hasnt come back longer use jt ...,Positive
376,1.0,slow,Neutral
377,1.0,long take package hasnt arrived,Neutral
378,1.0,already stuck warehouse bogor stuck delivery phone c behalf happy march minute said bodo ...,Positive
379,1.0,disappointed jt express service said delivery day sulawesi jakarta package arrived destination day delivery sent ordinary good ...,Positive
380,1.0,lamaaaaaaaaaaaaa,Neutral
381,1.0,often wrong package delivery sorting strange even though address clearly correct always like good jt express please fix system dont disappoint ...,Positive
382,1.0,even po indones already able compete similar expedition getting worse ...,Negative
383,1.0,call center isnt polite asked sudden immediately turned phone without saying anything ...,Neutral
384,1.0,really slow delivery,Neutral
