,rating,reviews,sentiment
151,5.0,I LIKE SO MUCH  YOUR EMS POSTING SYSTEM..ITS VERY ACCURATE AND CONVENIENT FOR THE PEOPLE....HOPE CAN BE STAY WITH US FOREVER....CAN SAY THAT YOUR SYSTEM AND SERVICE ARE THE  BEST IN THE WORLD........DEEP KING...,Positive
152,1.0, The goods were sent for two days. Get into the system and then do it. No movement Would like to know that they will be preserved Send to lose the free delivery Service is very slow …,Positive
153,1.0," Thailand Post now sends a letter attached to a regular stamp, rarely reaching the destination. I sent many things that were not reached at all. Must send the registration form and pay the extra EMS. To take care of …",Positive
154,1.0, Very bad. Not sent to the notification. Sent to the box Should improve the Ladprao branch too. …,Negative
155,1.0," Stated that preparing to deliver today 4 / May / c / wait until six o'clock in the evening, still not seen anyone sent Will it be sent? If you send it tomorrow, no one is responsible. …",Positive
156,1.0, This call is considered a lottery jackpot.  ,Neutral
157,5.0," People are friendly, security guards are still cute.  ",Positive
158,1.0, Thailand Post EMS is very slow. Just On Nut to Seacon Call to not answer the call even though the head office does not work. Service is very poor. …,Negative
159,5.0, The staff is very welcoming.  ,Positive
160,1.0, The postcard is up to the bridge over it.  ,Neutral
161,1.0, Yesterday sent EMS to Ranee during 10 o'clock. Instead of getting this today But the product has received the next 2 days And then will do EMS for what is …,Neutral
162,5.0," It is very convenient to handle EMS, the staff is very warm …",Positive
163,5.0, like very much  ,Positive
164,1.0, This postal car hurried to send the parcel or to his father's funeral? …,Negative
165,1.0," This is not a Thai post. Here is DSI, isn't it?  ",Neutral
166,1.0," Addressed clearly Why is Sergeant not clear?  I can't contact the post office at all, the service is terrible. …",Positive
167,1.0, Call half an hour. There are no calls.  ,Neutral
168,1.0," Now, the Thai post office does not send a large package. The box in the box contains dolls. The only ten that are so heavy?",Neutral
