,rating,reviews,sentiment
84,1.0," Bad, but the status says ""The first parcel delivery was unsuccessful. Because the recipient fuzzy delivery ""even though the employee has not yet sent out - did not call the recipient And there is no actual delivery …",Negative
85,1.0," Terrible calling all day, thought that he called the cemetery Can't track down parcels, but only spirits are there? As I do not know how to follow, the call is not accepted, the delivery fee is not broken. Free …",Negative
86,1.0," Ordering goods, we hurriedly use the products from the origin, deliver them. And said that we refused to receive the goods even though we didn't call us at all, what are we waiting for? …",Positive
87,1.0," This transport company is very bad, so send a message saying that it is taking the package to deliver, but it does not return, does not call to inform at all. When I go to check again, I go back down that I contacted …",Negative
88,1.0," Don't order anymore Something from this branch is really bad. Delivered slowly despite the fact that the goods have arrived Status told me, but I can't see it. Call in late at night. I say I can't contact the …",Negative
89,1.0," Very bad, very bad, most of the time, this branch is slow, very slow, there is a place of notification saying that the delivery was not successful because the recipient could not be contacted. Sent another day, said …",Negative
90,1.0," Suck, said that the product will not come. Called the branch without answering Why is there a phone? Suggested to go home without having to come to work, the delivery man did not call to inform that he would not be …",Negative
91,1.0," Even though my house is near a branch that has to deliver parcels to me About 300 meters The company has not sent yet, will it show the status that it is shipping for? Calling did not pick up, really strange, the …",Negative
92,1.0," Calls, cut calls, pay for delivery and have to waste time Satang. …",Negative
93,1.0," The quality as everyone commented ... using others is more comfortable, haha. …",Positive
94,1.0," Missed a lot using the service here, slow delivery, no calls received. Will not recommend anyone to use again …",Positive
95,1.0, Do not use it again.  ,Neutral
96,1.0," So slow !!! Call does not answer Told to send today, did not see anyone calling, very angry …",Negative
97,1.0," Poor, broken products  ",Negative
98,1.0," Close the branch, the number is not connected, the delivery is slow, the call is not wiped. …",Positive
99,1.0," It is the most badass transport ever Sell ​​with Lazada Being tied up and unable to choose to transport by yourself If any round sent, Lazada took it to this company Items hit back every round. Customers called out to …",Positive
100,1.0," Goodbye, no more, very slow. Tell me the bad weather. Not in one drop, ah We are not there enough to understand, what is it today? Why stop today? Other branches do not stop. …",Negative
101,1.0," Really bad, if you can choose, you probably won't use the service again. …",Negative
102,1.0," Call not answer Did not pick up the package on time. Called and claimed there and disappeared. In the end, 2 days passed before receiving the item. It is possible, do not use the best express service. Very bad. …",Negative
103,5.0, _P  ,Neutral
104,1.0," Order from Shopee, status says ""Going out and delivering parcels."" This afternoon, I sit and wait to see when the goods will come. In the evening, the status in Shopee reads ""I can't contact the customer"". I'm …",Positive
105,1.0," Do not use it again. Trust me, it's so slow, calls won't answer. …",Positive
106,5.0, I don't know but you like it.  ,Negative
107,1.0, Very late. Call at 08.19 hrs. Wait until 9:30 pm. Still haven't come. Don't you know that the car is overturned? …,Neutral
108,1.0, Be bad  ,Negative
109,1.0," 0 stars, please? Call for an appointment and can't come. So bad. I contacted the head office for 8 lines. It's been 2 days long. Nawaminthon Branch. Please proceed with this operation 2 times. If not ready, then …",Positive
110,1.0," Very bad. What is the transportation of the language to find home? Call all day, call the branch and call the delivery person. No one answers If you don't get this standard, don't open it at all. …",Negative
111,1.0," Like pickling, refusing to deliver  ",Negative
112,1.0, No one is in the branch? Call all day. No one will pick up the package. …,Neutral
113,1.0," The worst thing that has ever been delivered. Wrong delivery that followed. Not found. Finally, we found it. Damage to tens of thousands. Worst, don't use it. Hurry up …",Negative
114,1.0," The staff didn't answer the phone calls. The line went very late. Very yesterday. I told him to come to receive the product. Snacks left overnight, did not pick up all 91 items …",Neutral
115,1.0," The goods have arrived at the destination for a long time, but the items are still not preserved. Is this a burdensome burden? It's hard to wait. …",Negative
116,1.0," Lazada's order on 5 April. The system is delivering on 7 April. But the item has not been delivered. On 10 April, the system will deliver at 8pm. After a while, the system notified that the delivery was unsuccessful. …",Negative
117,1.0," Delivery from 7/4/63. Until today, 11/4/63 have not received the product. Call to ask to say that the product is in the area around Nawamin. The company will deliver again on 13/4/63. The service is very bad .. Just …",Negative
118,1.0, Poor. Delayed delivery to the branch. 2 days not yet delivered. Call to inform the Head Office Promise to send in …,Negative
119,1.0," Order in the shop, choose to send the best express The shopkeeper sent the item on Friday. Instead of getting Saturday The system failed to deliver because the package was blocked. Monday passed. Be quiet. …",Negative
120,5.0, Give five stars in case of getting a bonus 😂😂😂  ,Positive
121,4.0,They went out of their way to help locate and deliver my package. Very pleased with their customer service.,Positive
122,5.0,เพิ่งไปส่งของมาวันนี้ค่ะ พนักงานใจดีมาก 😄✨ ที่จอดรถกว้างขวาง สะดวกสบาย แนะนำที่นี่ค่ะ,Neutral
123,5.0,เพิ่งไปส่งของมาวันนี้ค่ะ พนักงานใจดีทุกคนเลยค่ะ 😄✨ ที่จอดรถกว้างขวาง สะดวกสบายมากๆ แนะนำที่นี่ค่ะ,Neutral
124,1.0," 3 days delivery, item doesn't move. try to send 3 days in advance to arrive in time because customers hurry to use Asked if I arrived in time, told me in time. …",Neutral
125,5.0, Deliver and receive parcels quickly and easily. Easy to park. …,Positive
126,4.0, It's good  ,Positive
127,2.0, Good service staff  ,Positive
128,5.0," New branch, the price is very cheap. There is a wide car garage, lovely staff, come back to use the service again, near the house too. …",Positive
129,4.0,Good,Positive
130,5.0," Close to the house, the staff came to pick up the items to the house very well. …",Positive
131,5.0, I like this branch the most The service is very impressive. Employees come out to help lift things to help with any problems. Employees always take care of them. Shipping cost is very cheap I'm not going anywhere 👍 …,Positive
132,5.0, Rocking from another transport to come to this branch Because of my Google review Another sound guarantee about the services of this branch …,Positive
133,4.0, Very good service  ,Positive
134,5.0," Send items to customers, online merchants version. Another afternoon, the customer received the package. Is very good …",Positive
135,5.0," Call today to ask the product And how to deliver things by letting the car get in I will say that the employee who answers the phone is very good, explains the job well, has never met anyone so good and explains the …",Positive
136,5.0, The younger staff is very polite and recommends very well. …,Positive
137,5.0, Employees of this branch care about customers. Nong Fah is good service. …,Positive
138,5.0," Best express Nuanchan Branch Good service is number one Take care of customers very well, deliver things on time, absolutely friendly price too 😍👍👏👏👏 …",Positive
139,5.0," Go send the goods today Lovely staff, very good service. Talk well, very friendly, the delivery fee is also very cheap. Blessed mm mm mm mm mm …",Positive
140,5.0, This branch service is very good.  ,Positive
141,5.0," I usually ship with orange couriers, but I am not very impressed. But a few days before I saw this place open a new branch. It is close to home, so try to send it 4-5 times. Never had a point. The work desk is very …",Positive
142,5.0," The children at the shop are very cute. Run to help lift things together as well. The shop is very clean. The smell is not long. More importantly, the price is cheap with a review based on the pictures. …",Positive
143,5.0," The parking lot of the store clean. Flattering flap Service is very fast, I like it. …",Positive
144,5.0, Very good service staff Impressive parking lot  ,Positive
145,5.0," In the past, the best transport was still unknown. But there is this branch open near the house, so try to send it in conclusion that the delivery cost is much cheaper than I thought Good service staff, lovely, the …",Positive
146,5.0," Normal online sales There is no time to come out and ask for the shop to have a pickup service as well, very impressed. There are no cracks or damage problems at all. Very good service …",Positive
147,5.0," Send regular stuff Send to many branches But found this place as clean as possible Very good service The service fee is not expensive. And a lot of parking spaces I didn't park on the road like other places, very …",Positive
148,5.0," Excellent customer service Attention to detail Fragile parcel It has been taken care of very well, it is recommended. …",Positive
149,5.0," The clean shop is a beautiful delivery shop. Lovely staff, fast, convenient parking. Become a regular customer ♥ ️ …",Positive
150,5.0, Very good service excellent service  ,Positive
151,5.0," The shop is clean, the younger staff speaks well. The shop is very fragrant. …",Positive
152,5.0," The service staff is very good, helping carry and help pack the products. There is a complete pack. Parking is very convenient, comfortable, convenient, recommended. …",Positive
153,5.0," Young female staff, very good service. Come help carry things to the door. Plus convenient parking Can park many cars as well. Recommended. …",Positive
