word,count,Sentiment,company,country
wait,2,Neutral,Shopee Express,ID
go,2,Neutral,Shopee Express,ID
clear,2,Positive,Shopee Express,ID
city,2,Neutral,Shopee Express,ID
whats,2,Neutral,Shopee Express,ID
dc,2,Neutral,Shopee Express,ID
there,2,Neutral,Shopee Express,ID
change,2,Neutral,Shopee Express,ID
changed,2,Neutral,Shopee Express,ID
going,2,Neutral,Shopee Express,ID
evening,2,Neutral,Shopee Express,ID
complaint,2,Negative,Shopee Express,ID
others,2,Neutral,Shopee Express,ID
move,2,Neutral,Shopee Express,ID
shoppe,2,Neutral,Shopee Express,ID
came,2,Neutral,Shopee Express,ID
date,2,Neutral,Shopee Express,ID
actually,2,Neutral,Shopee Express,ID
company,2,Neutral,Shopee Express,ID
close,2,Neutral,Shopee Express,ID
anymore,2,Neutral,Shopee Express,ID
many,2,Neutral,Shopee Express,ID
give,2,Neutral,Shopee Express,ID
need,2,Neutral,Shopee Express,ID
bekasi,2,Neutral,Shopee Express,ID
stay,2,Neutral,Shopee Express,ID
gatau,2,Neutral,Shopee Express,ID
bdg,2,Neutral,Shopee Express,ID
order,2,Neutral,Shopee Express,ID
forget,1,Negative,Shopee Express,ID
replace,1,Neutral,Shopee Express,ID
wont,1,Neutral,Shopee Express,ID
messy,1,Negative,Shopee Express,ID
dropped,1,Neutral,Shopee Express,ID
pick,1,Neutral,Shopee Express,ID
stored,1,Neutral,Shopee Express,ID
shopping,1,Neutral,Shopee Express,ID
huh,1,Neutral,Shopee Express,ID
maybe,1,Neutral,Shopee Express,ID
feedback,1,Neutral,Shopee Express,ID
foam,1,Neutral,Shopee Express,ID
consumer,1,Neutral,Shopee Express,ID
inputfeed,1,Neutral,Shopee Express,ID
kdp,1,Neutral,Shopee Express,ID
fixed,1,Neutral,Shopee Express,ID
wow,1,Positive,Shopee Express,ID
makassar,1,Neutral,Shopee Express,ID
keep,1,Neutral,Shopee Express,ID
njirr,1,Neutral,Shopee Express,ID
useless,1,Negative,Shopee Express,ID
bgst,1,Neutral,Shopee Express,ID
experience,1,Neutral,Shopee Express,ID
impolite,1,Negative,Shopee Express,ID
language,1,Neutral,Shopee Express,ID
high,1,Neutral,Shopee Express,ID
tone,1,Neutral,Shopee Express,ID
road,1,Neutral,Shopee Express,ID
knock,1,Neutral,Shopee Express,ID
door,1,Neutral,Shopee Express,ID
management,1,Neutral,Shopee Express,ID
c,1,Neutral,Shopee Express,ID
never,1,Neutral,Shopee Express,ID
responds,1,Neutral,Shopee Express,ID
answered,1,Neutral,Shopee Express,ID
transported,1,Neutral,Shopee Express,ID
department,1,Neutral,Shopee Express,ID
away,1,Neutral,Shopee Express,ID
regular,1,Neutral,Shopee Express,ID
period,1,Neutral,Shopee Express,ID
thats,1,Neutral,Shopee Express,ID
noon,1,Neutral,Shopee Express,ID
update,1,Neutral,Shopee Express,ID
tell,1,Neutral,Shopee Express,ID
deposited,1,Neutral,Shopee Express,ID
office,1,Neutral,Shopee Express,ID
least,1,Neutral,Shopee Express,ID
let,1,Neutral,Shopee Express,ID
via,1,Neutral,Shopee Express,ID
whatsapp,1,Neutral,Shopee Express,ID
chat,1,Neutral,Shopee Express,ID
markerplace,1,Neutral,Shopee Express,ID
marketplace,1,Neutral,Shopee Express,ID
bother,1,Negative,Shopee Express,ID
joining,1,Neutral,Shopee Express,ID
performance,1,Neutral,Shopee Express,ID
chaotic,1,Negative,Shopee Express,ID
match,1,Neutral,Shopee Express,ID
estimate,1,Neutral,Shopee Express,ID
greedy,1,Negative,Shopee Express,ID
since,1,Neutral,Shopee Express,ID
unprofessional,1,Negative,Shopee Express,ID
progressed,1,Neutral,Shopee Express,ID
sorting,1,Neutral,Shopee Express,ID
received,1,Neutral,Shopee Express,ID
twice,1,Neutral,Shopee Express,ID
hello,1,Neutral,Shopee Express,ID
passed,1,Neutral,Shopee Express,ID
hasnt,1,Neutral,Shopee Express,ID
feel,1,Neutral,Shopee Express,ID
another,1,Neutral,Shopee Express,ID
longest,1,Neutral,Shopee Express,ID
working,1,Neutral,Shopee Express,ID
workplace,1,Neutral,Shopee Express,ID
food,1,Neutral,Shopee Express,ID
getting,1,Neutral,Shopee Express,ID
uninstalled,1,Neutral,Shopee Express,ID
tokped,1,Neutral,Shopee Express,ID
byee,1,Neutral,Shopee Express,ID
stop,1,Negative,Shopee Express,ID
forced,1,Negative,Shopee Express,ID
people,1,Neutral,Shopee Express,ID
play,1,Positive,Shopee Express,ID
pdhl,1,Neutral,Shopee Express,ID
jktbdg,1,Neutral,Shopee Express,ID
weird,1,Negative,Shopee Express,ID
stock,1,Neutral,Shopee Express,ID
north,1,Neutral,Shopee Express,ID
seller,1,Neutral,Shopee Express,ID
poor,1,Negative,Shopee Express,ID
buy,1,Neutral,Shopee Express,ID
store,1,Neutral,Shopee Express,ID
cant,1,Neutral,Shopee Express,ID
choose,1,Neutral,Shopee Express,ID
yesterday,1,Neutral,Shopee Express,ID
arriving,1,Neutral,Shopee Express,ID
returned,1,Neutral,Shopee Express,ID
although,1,Neutral,Shopee Express,ID
significant,1,Positive,Shopee Express,ID
follow,1,Neutral,Shopee Express,ID
worst,1,Negative,Shopee Express,ID
among,1,Neutral,Shopee Express,ID
usually,1,Neutral,Shopee Express,ID
location,1,Neutral,Shopee Express,ID
le,1,Neutral,Shopee Express,ID
ganyampe,1,Neutral,Shopee Express,ID
get,1,Neutral,Shopee Express,ID
example,1,Neutral,Shopee Express,ID
woooyy,1,Neutral,Shopee Express,ID
may,1,Neutral,Shopee Express,ID
sorry,1,Negative,Shopee Express,ID
nyesallll,1,Neutral,Shopee Express,ID
worker,1,Neutral,Shopee Express,ID
news,1,Neutral,Shopee Express,ID
shop,1,Neutral,Shopee Express,ID
according,1,Neutral,Shopee Express,ID
halu,1,Neutral,Shopee Express,ID
god,1,Positive,Shopee Express,ID
checked,1,Neutral,Shopee Express,ID
receipt,1,Neutral,Shopee Express,ID
trowel,1,Neutral,Shopee Express,ID
irresponsible,1,Negative,Shopee Express,ID
trustworthy,1,Positive,Shopee Express,ID
riandy,1,Neutral,Shopee Express,ID
alfauzi,1,Neutral,Shopee Express,ID
cikalong,1,Neutral,Shopee Express,ID
path,1,Neutral,Shopee Express,ID
work,1,Neutral,Shopee Express,ID
intention,1,Neutral,Shopee Express,ID
courage,1,Positive,Shopee Express,ID
compete,1,Neutral,Shopee Express,ID
start,1,Neutral,Shopee Express,ID
next,1,Neutral,Shopee Express,ID
spread,1,Neutral,Shopee Express,ID
casually,1,Positive,Shopee Express,ID
amp,1,Neutral,Shopee Express,ID
recommended,1,Positive,Shopee Express,ID
taken,1,Neutral,Shopee Express,ID
longer,1,Neutral,Shopee Express,ID
najisss,1,Neutral,Shopee Express,ID
amy,1,Neutral,Shopee Express,ID
bagong,1,Neutral,Shopee Express,ID
ahhh,1,Neutral,Shopee Express,ID
employee,1,Neutral,Shopee Express,ID
dajjals,1,Neutral,Shopee Express,ID
child,1,Neutral,Shopee Express,ID
continues,1,Neutral,Shopee Express,ID
fail,1,Negative,Shopee Express,ID
said,1,Neutral,Shopee Express,ID
recipient,1,Neutral,Shopee Express,ID
fails,1,Negative,Shopee Express,ID
impression,1,Positive,Shopee Express,ID
broken,1,Negative,Shopee Express,ID
sale,1,Neutral,Shopee Express,ID
mah,1,Neutral,Shopee Express,ID
bdgbdg,1,Neutral,Shopee Express,ID
abroad,1,Neutral,Shopee Express,ID
reason,1,Neutral,Shopee Express,ID
canceled,1,Neutral,Shopee Express,ID
complain,1,Negative,Shopee Express,ID
tracked,1,Neutral,Shopee Express,ID
wasnt,1,Neutral,Shopee Express,ID
duhh,1,Neutral,Shopee Express,ID
gimna,1,Neutral,Shopee Express,ID
yes,1,Positive,Shopee Express,ID
monopoly,1,Neutral,Shopee Express,ID
managed,1,Neutral,Shopee Express,ID
must,1,Neutral,Shopee Express,ID
patient,1,Neutral,Shopee Express,ID
ugly,1,Negative,Shopee Express,ID
beud,1,Neutral,Shopee Express,ID
ga,1,Neutral,Shopee Express,ID
professional,1,Neutral,Shopee Express,ID
judge,1,Neutral,Shopee Express,ID
possible,1,Neutral,Shopee Express,ID
star,1,Neutral,Shopee Express,ID
ill,1,Negative,Shopee Express,ID
different,1,Neutral,Shopee Express,ID
adding,1,Neutral,Shopee Express,ID
shipment,1,Neutral,Shopee Express,ID
can,1,Neutral,Shopee Express,ID
not,1,Neutral,Shopee Express,ID
today,1,Neutral,Shopee Express,ID
later,1,Neutral,Shopee Express,ID
parahhhh,1,Neutral,Shopee Express,ID
jkt,1,Neutral,Shopee Express,ID
terua,1,Neutral,Shopee Express,ID
run,1,Neutral,Shopee Express,ID
surabaya,1,Neutral,Shopee Express,ID
open,1,Neutral,Shopee Express,ID
set,1,Neutral,Shopee Express,ID
j,1,Neutral,Shopee Express,ID
jne,1,Neutral,Shopee Express,ID
havent,1,Neutral,Shopee Express,ID
number,1,Positive,Shopee Express,ID
brought,1,Neutral,Shopee Express,ID
show,1,Neutral,Shopee Express,ID
TRUE,1,Positive,Shopee Express,ID
sop,1,Neutral,Shopee Express,ID
deliver,1,Neutral,Shopee Express,ID
prioritize,1,Neutral,Shopee Express,ID
lose,1,Negative,Shopee Express,ID
competition,1,Neutral,Shopee Express,ID
disappointedaaaaaaa,1,Neutral,Shopee Express,ID
pwolll,1,Neutral,Shopee Express,ID
slowttttttttttt,1,Neutral,Shopee Express,ID
oath,1,Neutral,Shopee Express,ID
annoyed,1,Negative,Shopee Express,ID
sbys,1,Neutral,Shopee Express,ID
admin,1,Neutral,Shopee Express,ID
chatting,1,Neutral,Shopee Express,ID
reply,1,Neutral,Shopee Express,ID
given,1,Neutral,Shopee Express,ID
spare,1,Neutral,Shopee Express,ID
online,1,Neutral,Shopee Express,ID
tight,1,Neutral,Shopee Express,ID
thought,1,Neutral,Shopee Express,ID
po,1,Negative,Shopee Express,ID
indonesia,1,Neutral,Shopee Express,ID
fact,1,Neutral,Shopee Express,ID
slower,1,Neutral,Shopee Express,ID
contact,1,Neutral,Shopee Express,ID
customer,1,Neutral,Shopee Express,ID
bondo,1,Neutral,Shopee Express,ID
cook,1,Neutral,Shopee Express,ID
say,1,Neutral,Shopee Express,ID
buyer,1,Neutral,Shopee Express,ID
reschedule,1,Neutral,Shopee Express,ID
ask,1,Neutral,Shopee Express,ID
direschedule,1,Neutral,Shopee Express,ID
padhal,1,Neutral,Shopee Express,ID
house,1,Neutral,Shopee Express,ID
easy,1,Positive,Shopee Express,ID
find,1,Neutral,Shopee Express,ID
within,1,Neutral,Shopee Express,ID
insufficient,1,Neutral,Shopee Express,ID
repair,1,Neutral,Shopee Express,ID
disappoint,1,Negative,Shopee Express,ID
cstmers,1,Neutral,Shopee Express,ID
badly,1,Negative,Shopee Express,ID
confirmation,1,Neutral,Shopee Express,ID
sender,1,Neutral,Shopee Express,ID
