word,count,Sentiment,company,country
confirmation,1,Neutral,Paxel,ID
cant,1,Neutral,Paxel,ID
swapped,1,Neutral,Paxel,ID
already,1,Neutral,Paxel,ID
clear,1,Positive,Paxel,ID
box,1,Neutral,Paxel,ID
tap,1,Neutral,Paxel,ID
jakarta,1,Neutral,Paxel,ID
bandung,1,Neutral,Paxel,ID
phone,1,Neutral,Paxel,ID
clearly,1,Positive,Paxel,ID
written,1,Neutral,Paxel,ID
wrong,1,Negative,Paxel,ID
district,1,Neutral,Paxel,ID
google,1,Neutral,Paxel,ID
map,1,Neutral,Paxel,ID
jabodetabek,1,Neutral,Paxel,ID
fellow,1,Neutral,Paxel,ID
shipment,1,Neutral,Paxel,ID
completely,1,Neutral,Paxel,ID
unaware,1,Negative,Paxel,ID
must,1,Neutral,Paxel,ID
faster,1,Neutral,Paxel,ID
price,1,Neutral,Paxel,ID
cheap,1,Neutral,Paxel,ID
expensive,1,Neutral,Paxel,ID
worse,1,Negative,Paxel,ID
later,1,Neutral,Paxel,ID
confirmed,1,Neutral,Paxel,ID
full,1,Neutral,Paxel,ID
stored,1,Neutral,Paxel,ID
fridge,1,Neutral,Paxel,ID
arriving,1,Neutral,Paxel,ID
stressful,1,Negative,Paxel,ID
sour,1,Neutral,Paxel,ID
worst,1,Negative,Paxel,ID
ever,1,Neutral,Paxel,ID
transit,1,Neutral,Paxel,ID
status,1,Neutral,Paxel,ID
continues,1,Neutral,Paxel,ID
dm,1,Neutral,Paxel,ID
stuck,1,Negative,Paxel,ID
taken,1,Neutral,Paxel,ID
twice,1,Neutral,Paxel,ID
packet,1,Neutral,Paxel,ID
loss,1,Negative,Paxel,ID
delay,1,Negative,Paxel,ID
according,1,Neutral,Paxel,ID
specified,1,Neutral,Paxel,ID
thats,1,Neutral,Paxel,ID
merchandise,1,Neutral,Paxel,ID
repeatedly,1,Neutral,Paxel,ID
rejected,1,Negative,Paxel,ID
waited,1,Neutral,Paxel,ID
tll,1,Neutral,Paxel,ID
never,1,Neutral,Paxel,ID
came,1,Neutral,Paxel,ID
always,1,Neutral,Paxel,ID
prepared,1,Positive,Paxel,ID
sell,1,Neutral,Paxel,ID
frozen,1,Neutral,Paxel,ID
due,1,Neutral,Paxel,ID
pandemi,1,Neutral,Paxel,ID
covid,1,Neutral,Paxel,ID
people,1,Neutral,Paxel,ID
seems,1,Neutral,Paxel,ID
ready,1,Positive,Paxel,ID
anticipate,1,Neutral,Paxel,ID
cancelled,1,Negative,Paxel,ID
delayed,1,Negative,Paxel,ID
upuntil,1,Neutral,Paxel,ID
track,1,Neutral,Paxel,ID
dont,1,Neutral,Paxel,ID
understand,1,Neutral,Paxel,ID
purpose,1,Neutral,Paxel,ID
developer,1,Neutral,Paxel,ID
owner,1,Neutral,Paxel,ID
crash,1,Negative,Paxel,ID
hang,1,Neutral,Paxel,ID
error,1,Negative,Paxel,ID
especially,1,Neutral,Paxel,ID
promo,1,Neutral,Paxel,ID
ad,1,Neutral,Paxel,ID
appear,1,Neutral,Paxel,ID
going,1,Neutral,Paxel,ID
case,1,Neutral,Paxel,ID
regret,1,Negative,Paxel,ID
hasnt,1,Neutral,Paxel,ID
last,1,Neutral,Paxel,ID
waiting,1,Neutral,Paxel,ID
computer,1,Neutral,Paxel,ID
telephone,1,Neutral,Paxel,ID
drop,1,Negative,Paxel,ID
ontime,1,Neutral,Paxel,ID
