word,count,Sentiment,company,country
news,2,Neutral,Ninja Van,ID
transit,2,Neutral,Ninja Van,ID
dial,2,Neutral,Ninja Van,ID
bale,2,Neutral,Ninja Van,ID
ternal,2,Neutral,Ninja Van,ID
damage,2,Negative,Ninja Van,ID
canceled,2,Neutral,Ninja Van,ID
kendari,2,Neutral,Ninja Van,ID
reply,2,Neutral,Ninja Van,ID
chat,2,Neutral,Ninja Van,ID
minute,2,Neutral,Ninja Van,ID
returned,2,Neutral,Ninja Van,ID
damn,2,Negative,Ninja Van,ID
ever,2,Neutral,Ninja Van,ID
kapokkkkkapokkkk,2,Neutral,Ninja Van,ID
us,2,Neutral,Ninja Van,ID
ninjaaaa,2,Neutral,Ninja Van,ID
warehouse,2,Neutral,Ninja Van,ID
depokkk,2,Neutral,Ninja Van,ID
visaa,2,Neutral,Ninja Van,ID
let,2,Neutral,Ninja Van,ID
alone,2,Negative,Ninja Van,ID
aaaaa,2,Neutral,Ninja Van,ID
taking,2,Neutral,Ninja Van,ID
stuck,2,Negative,Ninja Van,ID
eid,2,Neutral,Ninja Van,ID
phone,2,Neutral,Ninja Van,ID
lifted,2,Neutral,Ninja Van,ID
mulu,2,Neutral,Ninja Van,ID
ruin,2,Negative,Ninja Van,ID
shop,2,Neutral,Ninja Van,ID
push,2,Neutral,Ninja Van,ID
aseli,2,Neutral,Ninja Van,ID
center,2,Neutral,Ninja Van,ID
talk,2,Neutral,Ninja Van,ID
1-Feb,2,Neutral,Ninja Van,ID
ill,2,Negative,Ninja Van,ID
completely,2,Neutral,Ninja Van,ID
enter,2,Neutral,Ninja Van,ID
shopee,2,Neutral,Ninja Van,ID
marketplace,2,Neutral,Ninja Van,ID
item,2,Neutral,Ninja Van,ID
entered,2,Neutral,Ninja Van,ID
hun,2,Neutral,Ninja Van,ID
turtle,2,Neutral,Ninja Van,ID
ugly,2,Negative,Ninja Van,ID
poor,2,Negative,Ninja Van,ID
people,2,Neutral,Ninja Van,ID
whichever,2,Neutral,Ninja Van,ID
choice,2,Neutral,Ninja Van,ID
receipt,2,Neutral,Ninja Van,ID
olshop,2,Neutral,Ninja Van,ID
given,2,Neutral,Ninja Van,ID
suitable,2,Neutral,Ninja Van,ID
result,2,Neutral,Ninja Van,ID
unsatisfactory,2,Neutral,Ninja Van,ID
almost,2,Neutral,Ninja Van,ID
damaged,2,Negative,Ninja Van,ID
accountability,2,Neutral,Ninja Van,ID
admin,2,Neutral,Ninja Van,ID
gosh,2,Neutral,Ninja Van,ID
period,2,Neutral,Ninja Van,ID
friend,2,Positive,Ninja Van,ID
try,2,Neutral,Ninja Van,ID
today,2,Neutral,Ninja Van,ID
fails,2,Negative,Ninja Van,ID
sending,2,Neutral,Ninja Van,ID
criticize,2,Negative,Ninja Van,ID
document,2,Neutral,Ninja Van,ID
worn,2,Negative,Ninja Van,ID
torn,2,Negative,Ninja Van,ID
cooperated,2,Neutral,Ninja Van,ID
read,2,Neutral,Ninja Van,ID
review,2,Neutral,Ninja Van,ID
register,2,Neutral,Ninja Van,ID
swear,2,Negative,Ninja Van,ID
office,2,Neutral,Ninja Van,ID
immediately,2,Neutral,Ninja Van,ID
general,2,Neutral,Ninja Van,ID
os,2,Neutral,Ninja Van,ID
xena,2,Neutral,Ninja Van,ID
warrior,2,Neutral,Ninja Van,ID
ca,2,Neutral,Ninja Van,ID
n't,2,Neutral,Ninja Van,ID
track,2,Neutral,Ninja Van,ID
website,2,Neutral,Ninja Van,ID
mistake,2,Negative,Ninja Van,ID
lambatt,2,Neutral,Ninja Van,ID
cod,2,Neutral,Ninja Van,ID
disbursement,2,Neutral,Ninja Van,ID
money,2,Neutral,Ninja Van,ID
quite,2,Neutral,Ninja Van,ID
bill,2,Neutral,Ninja Van,ID
includes,2,Neutral,Ninja Van,ID
weight,2,Neutral,Ninja Van,ID
appropriate,2,Neutral,Ninja Van,ID
written,2,Neutral,Ninja Van,ID
messy,2,Negative,Ninja Van,ID
stupid,2,Negative,Ninja Van,ID
angry,2,Negative,Ninja Van,ID
respond,2,Neutral,Ninja Van,ID
indonesia,2,Neutral,Ninja Van,ID
xpres,2,Neutral,Ninja Van,ID
spend,2,Neutral,Ninja Van,ID
surgery,2,Neutral,Ninja Van,ID
jne,2,Neutral,Ninja Van,ID
j,2,Neutral,Ninja Van,ID
ive,2,Neutral,Ninja Van,ID
messenger,2,Neutral,Ninja Van,ID
