word,count,Sentiment,company,country
choice,2,Neutral,JNT,ID
thats,2,Neutral,JNT,ID
slowly,2,Neutral,JNT,ID
jne,2,Neutral,JNT,ID
doesnt,2,Neutral,JNT,ID
point,2,Neutral,JNT,ID
monday,2,Neutral,JNT,ID
city,2,Neutral,JNT,ID
door,2,Neutral,JNT,ID
people,2,Neutral,JNT,ID
first,2,Neutral,JNT,ID
longer,2,Neutral,JNT,ID
grogol,2,Neutral,JNT,ID
twice,2,Neutral,JNT,ID
wrong,2,Negative,JNT,ID
warehouse,2,Neutral,JNT,ID
told,2,Neutral,JNT,ID
send,2,Neutral,JNT,ID
must,2,Neutral,JNT,ID
star,2,Neutral,JNT,ID
expensive,2,Neutral,JNT,ID
disappointing,2,Negative,JNT,ID
instead,2,Neutral,JNT,ID
sorry,2,Negative,JNT,ID
lazy,2,Negative,JNT,ID
youll,1,Neutral,JNT,ID
regret,1,Negative,JNT,ID
experience,1,Neutral,JNT,ID
december,1,Neutral,JNT,ID
work,1,Neutral,JNT,ID
ordered,1,Neutral,JNT,ID
attempt,1,Neutral,JNT,ID
failed,1,Negative,JNT,ID
date,1,Neutral,JNT,ID
competitor,1,Neutral,JNT,ID
estimation,1,Neutral,JNT,ID
appropriate,1,Neutral,JNT,ID
like,1,Positive,JNT,ID
anjayyyyyy,1,Neutral,JNT,ID
cook,1,Neutral,JNT,ID
anteraja,1,Neutral,JNT,ID
missorted,1,Neutral,JNT,ID
kupang,1,Neutral,JNT,ID
ternate,1,Neutral,JNT,ID
hotlines,1,Neutral,JNT,ID
respond,1,Neutral,JNT,ID
recommended,1,Positive,JNT,ID
ive,1,Neutral,JNT,ID
waiting,1,Neutral,JNT,ID
apparently,1,Neutral,JNT,ID
zonks,1,Neutral,JNT,ID
answer,1,Neutral,JNT,ID
clear,1,Positive,JNT,ID
lately,1,Neutral,JNT,ID
wasnt,1,Neutral,JNT,ID
tell,1,Neutral,JNT,ID
buyer,1,Neutral,JNT,ID
knew,1,Neutral,JNT,ID
return,1,Neutral,JNT,ID
responsible,1,Positive,JNT,ID
place,1,Neutral,JNT,ID
durability,1,Neutral,JNT,ID
lelet,1,Neutral,JNT,ID
surabaya,1,Neutral,JNT,ID
vehicle,1,Neutral,JNT,ID
incidentally,1,Neutral,JNT,ID
economical,1,Neutral,JNT,ID
request,1,Neutral,JNT,ID
opening,1,Neutral,JNT,ID
process,1,Neutral,JNT,ID
hashtags,1,Neutral,JNT,ID
medsos,1,Neutral,JNT,ID
especially,1,Neutral,JNT,ID
twitter,1,Neutral,JNT,ID
review,1,Neutral,JNT,ID
atwmap,1,Neutral,JNT,ID
consumer,1,Neutral,JNT,ID
website,1,Neutral,JNT,ID
useless,1,Negative,JNT,ID
shoppe,1,Neutral,JNT,ID
estimate,1,Neutral,JNT,ID
going,1,Neutral,JNT,ID
percentage,1,Neutral,JNT,ID
anternya,1,Neutral,JNT,ID
losing,1,Negative,JNT,ID
select,1,Neutral,JNT,ID
match,1,Neutral,JNT,ID
logo,1,Neutral,JNT,ID
stuck,1,Negative,JNT,ID
pesanggrahan,1,Neutral,JNT,ID
continued,1,Neutral,JNT,ID
product,1,Neutral,JNT,ID
hello,1,Neutral,JNT,ID
closer,1,Neutral,JNT,ID
lebaran,1,Neutral,JNT,ID
far,1,Neutral,JNT,ID
sm,1,Neutral,JNT,ID
palembang,1,Neutral,JNT,ID
havent,1,Neutral,JNT,ID
food,1,Neutral,JNT,ID
sumpaaaaaaaahhhhhhh,1,Neutral,JNT,ID
sukoharjo,1,Neutral,JNT,ID
bk,1,Neutral,JNT,ID
trf,1,Neutral,JNT,ID
saturday,1,Neutral,JNT,ID
branch,1,Neutral,JNT,ID
le,1,Neutral,JNT,ID
responsive,1,Positive,JNT,ID
expected,1,Neutral,JNT,ID
expect,1,Neutral,JNT,ID
least,1,Neutral,JNT,ID
gymnast,1,Neutral,JNT,ID
promise,1,Positive,JNT,ID
brought,1,Neutral,JNT,ID
second,1,Neutral,JNT,ID
error,1,Negative,JNT,ID
third,1,Neutral,JNT,ID
also,1,Neutral,JNT,ID
returned,1,Neutral,JNT,ID
worldwide,1,Neutral,JNT,ID
recommend,1,Positive,JNT,ID
via,1,Neutral,JNT,ID
dhl,1,Neutral,JNT,ID
around,1,Neutral,JNT,ID
tel,1,Neutral,JNT,ID
fix,1,Neutral,JNT,ID
home,1,Neutral,JNT,ID
quickly,1,Neutral,JNT,ID
tangsel,1,Neutral,JNT,ID
regional,1,Neutral,JNT,ID
office,1,Neutral,JNT,ID
seriously,1,Negative,JNT,ID
feel,1,Neutral,JNT,ID
frustrated,1,Negative,JNT,ID
distance,1,Neutral,JNT,ID
hour,1,Neutral,JNT,ID
receive,1,Neutral,JNT,ID
wonder,1,Neutral,JNT,ID
get,1,Neutral,JNT,ID
ajj,1,Neutral,JNT,ID
ugly,1,Negative,JNT,ID
transit,1,Neutral,JNT,ID
je,1,Neutral,JNT,ID
en,1,Neutral,JNT,ID
te,1,Neutral,JNT,ID
fire,1,Negative,JNT,ID
management,1,Neutral,JNT,ID
never,1,Neutral,JNT,ID
bought,1,Neutral,JNT,ID
lot,1,Neutral,JNT,ID
different,1,Neutral,JNT,ID
shop,1,Neutral,JNT,ID
shopee,1,Neutral,JNT,ID
didang,1,Neutral,JNT,ID
unit,1,Neutral,JNT,ID
broken,1,Negative,JNT,ID
alien,1,Neutral,JNT,ID
please,1,Positive,JNT,ID
doubt,1,Negative,JNT,ID
protested,1,Negative,JNT,ID
horrible,1,Negative,JNT,ID
nov,1,Neutral,JNT,ID
latest,1,Neutral,JNT,ID
info,1,Neutral,JNT,ID
shipped,1,Neutral,JNT,ID
sunter,1,Neutral,JNT,ID
check,1,Neutral,JNT,ID
tokopedia,1,Neutral,JNT,ID
position,1,Neutral,JNT,ID
difference,1,Neutral,JNT,ID
karawaci,1,Neutral,JNT,ID
south,1,Neutral,JNT,ID
contacting,1,Neutral,JNT,ID
can,1,Neutral,JNT,ID
not,1,Neutral,JNT,ID
ride,1,Neutral,JNT,ID
september,1,Neutral,JNT,ID
arrives,1,Neutral,JNT,ID
loss,1,Negative,JNT,ID
tariff,1,Neutral,JNT,ID
sad,1,Negative,JNT,ID
capital,1,Neutral,JNT,ID
find,1,Neutral,JNT,ID
timely,1,Neutral,JNT,ID
better,1,Positive,JNT,ID
fellow,1,Neutral,JNT,ID
kapokkk,1,Neutral,JNT,ID
reluctant,1,Negative,JNT,ID
fixed,1,Neutral,JNT,ID
accordance,1,Neutral,JNT,ID
suitable,1,Neutral,JNT,ID
slipping,1,Neutral,JNT,ID
harmed,1,Negative,JNT,ID
cellphone,1,Neutral,JNT,ID
sperpack,1,Neutral,JNT,ID
joooo,1,Neutral,JNT,ID
strayed,1,Neutral,JNT,ID
sukorejo,1,Neutral,JNT,ID
looking,1,Neutral,JNT,ID
right,1,Neutral,JNT,ID
away,1,Neutral,JNT,ID
suck,1,Negative,JNT,ID
deserve,1,Neutral,JNT,ID
name,1,Neutral,JNT,ID
fleet,1,Neutral,JNT,ID
logistics,1,Neutral,JNT,ID
business,1,Neutral,JNT,ID
price,1,Neutral,JNT,ID
start,1,Neutral,JNT,ID
badly,1,Negative,JNT,ID
anymore,1,Neutral,JNT,ID
drug,1,Neutral,JNT,ID
dead,1,Negative,JNT,ID
sick,1,Negative,JNT,ID
status,1,Neutral,JNT,ID
changed,1,Neutral,JNT,ID
come,1,Neutral,JNT,ID
kapok,1,Neutral,JNT,ID
order,1,Neutral,JNT,ID
online,1,Neutral,JNT,ID
track,1,Neutral,JNT,ID
recoded,1,Neutral,JNT,ID
area,1,Neutral,JNT,ID
promised,1,Positive,JNT,ID
languishing,1,Neutral,JNT,ID
saying,1,Neutral,JNT,ID
policy,1,Neutral,JNT,ID
adjusted,1,Neutral,JNT,ID
applicable,1,Neutral,JNT,ID
government,1,Neutral,JNT,ID
law,1,Neutral,JNT,ID
thank,1,Positive,JNT,ID
obviously,1,Neutral,JNT,ID
stagnated,1,Neutral,JNT,ID
content,1,Neutral,JNT,ID
live,1,Neutral,JNT,ID
malang,1,Neutral,JNT,ID
pay,1,Negative,JNT,ID
called,1,Neutral,JNT,ID
asked,1,Neutral,JNT,ID
contact,1,Neutral,JNT,ID
seemed,1,Neutral,JNT,ID
blaming,1,Negative,JNT,ID
hadnt,1,Neutral,JNT,ID
shouldnt,1,Neutral,JNT,ID
location,1,Neutral,JNT,ID
caught,1,Neutral,JNT,ID
