,rating,reviews,sentiment
115,1.0,phone number contacted even courier left package proof trim phone number listed package ...,Positive
116,1.0,bad service slow delivery,Negative
117,1.0,already day ago hasnt item sent even though already bought item send hasnt sent ...,Neutral
118,1.0,jne service please improve disappointed time delivery always fails jne courier reason address found even though live city center delivery ...,Negative
119,1.0,hasnt package delivered yet even though package already batam day ago getting worse please help get package soon possible ...,Positive
120,1.0,package changed day,Neutral
121,5.0,far using jne courier time sometimes choose courier yes come day choose regular arrival instead day ...,Positive
122,5.0,bad service,Negative
123,1.0,one contact telephone number,Positive
124,1.0,old package arrived april status address unknown jne one contacted please response ...,Positive
125,1.0,ordered item using jne using package yes sure day hasnt arrived ...,Positive
126,1.0,bad service recommended,Negative
127,1.0,already april good havent arrived yet ...,Positive
128,2.0,come bandung batam package long,Neutral
129,1.0,give star let rating lowest viral rating oath please dont give star star ...,Negative
130,1.0,please help si want earn money legal work doesnt need fool people wont bless life ...,Positive
131,1.0,took long get loss customer took long customer didnt want order anymore close dont want send good wont even last week ...,Negative
132,1.0,unclear service good received customer written status delivered number listed can not contacted service value,Neutral
133,1.0,package arrived yet day package paid full shopee really need good ...,Positive
134,1.0,package batam east java long like overseas please consistent ...,Positive
135,1.0,pakettan march still batam phone number listed active even wa read jne severe sworn oath use jne shopping gatau ...,Positive
136,1.0,package misdirected another asked confirmation courier wasnt number active wasnt explanation package ...,Negative
137,1.0,oh god jne right seriously ...,Positive
138,1.0,day status shipment change keep processing rule item arrived hand come still batam status shipment doesnt ...,Positive
139,1.0,package active week without starting olshop even asked tell jne contact please improve service next time use jne ...,Positive
140,3.0,tibet culinary center batam tourism,Neutral
141,3.0,trusted service ok,Positive
142,1.0,original correct ordered shope item arrived ...,Positive
143,4.0,friendly service,Positive
144,1.0,delivery took long day package didnt move ...,Neutral
145,1.0,bad service,Negative
146,1.0,shop online shipping jakartabatam regular jne march delivery date message via sm saying package would sent ...,Neutral
147,2.0,queue management need improved,Positive
148,1.0,delivery slow use regular jne batam pekanbaru week package tracking yet come batam bad ...,Negative
149,1.0,turn jne batam really bad already gone day phone office instead rejected severe oath service good keep closing ...,Negative
150,1.0,cool february february still process jne tiban keep boss ...,Positive
151,1.0,severe jne batam batam delivery medan day arrived work sleep worker ...,Negative
152,1.0,slow better use jnt,Positive
153,1.0,jne batam really disappointing produk daya january early current february one arrived batam amazed expedisi work system inconsistent always disappointed c ...,Negative
154,1.0,item clear week professional employee checking many employee responsibility must maximized according shipping standard yet item ...,Positive
155,1.0,order january february yet arrived ...,Neutral
156,1.0,jne branch batam bad good close detrimental others waiting shipment sent skeng delivered even though ...,Negative
157,1.0,service bad slow delivery huh,Negative
158,1.0,called connected want ask help batam branch jne pay package stuck jne batam almost week bad star ...,Negative
159,5.0,strategic place,Neutral
160,1.0,kapok lah make makin ga make delivery famous famous make severe delivery pesen good shopie sampe skrang ga nyampe look forward olshop apu delivery service jne ...,Positive
161,3.0,distance live far away,Neutral
162,4.0,strategic place fast service,Neutral
163,1.0,ask please party employee jne batam item day still process sumpah last time message jne ...,Positive
164,1.0,jne really bad stuff already day still sorted batam longer using jne really dont know service expedition option send another one shop dont use ...,Negative
165,1.0,severe,Negative
166,1.0,whats jne email reply package day dating january still sorting center ...,Neutral
167,1.0,week sent send hopefully good safe arrive soon hopefully jne responsible pling can not give good response user service im desperately waiting ...,Positive
168,3.0,,Neutral
169,5.0,really good,Positive
170,1.0,message shopee process day even though need get item quickly according estimated arrival date initially choosing jne usually timely better choose ...,Positive
171,1.0,crazy package already week still sent phone rejected continued work people professional slow another choice shop better go ...,Negative
172,5.0,place easy find friendly service,Positive
173,1.0,wow case already week still moving package ...,Positive
174,1.0,unprofessional customer service can not contacted always breaking phone ...,Negative
175,1.0,jne really bad day package still stopped batam really crazy make lesson better deliver shipping service give ...,Negative
176,1.0,week good still sorted batam wait jnes service truly disappointed ...,Positive
177,1.0,package already week still batam please ...,Positive
178,4.0,place lot culinary close various kind shop ...,Positive
179,1.0,really bad jne took vow paketust cust almost month status batam already came branch office meet c answer told wait ...,Negative
180,1.0,paraaaahhhhhhh really different delivery cant sent closed called always rejected want ...,Negative
181,5.0,fast service,Neutral
182,3.0,special service yet hopefully feature future ...,Positive
183,2.0,batam kalimantan,Neutral
184,3.0,bad,Negative
185,3.0,good service lack smile,Positive
186,1.0,good still batam day dog custodian service delivery good ...,Positive
187,1.0,bad phone hard,Negative
188,5.0,good,Positive
189,4.0,bgs,Neutral
190,3.0,bad always use jne online shopping,Negative
191,1.0,never use courier service shipping batam batam guarantee like shipping abroad waste time money ...,Positive
192,1.0,give minus star minus deh long take please jne getting worse day day good still pending sorting batam please follow ...,Positive
193,1.0,package queue,Neutral
194,1.0,shipping problem difficult contact via phone ...,Negative
195,1.0,sir said shipment would taken driver delivery day item didnt arrive cant deliver please answer jne office asked ask confirmation wa ...,Negative
196,1.0,unreliable unprofessional unpolite dont use jne use others bad service bad everything ...,Negative
197,1.0,good night jne batam please send item day item hasnt arrived yet ...,Positive
198,4.0,jne okay security friendly enough serve ...,Positive
199,1.0,woiiii jne batam already week package kl send close aja company people paid good still hold batam ...,Positive
200,5.0,nice,Positive
201,1.0,dont know many time packet yes delivery day tomorrow cant afford cancel yes service ...,Positive
202,1.0,rude jne batam want taste package didnt progress delivery phone picked turned wasnt enough ...,Negative
203,4.0,good service friendly fast,Positive
204,4.0,collect good pm,Positive
205,1.0,slow,Neutral
206,1.0,woi really bad please take responsibility cook stuff still batam yet sent order postage according one love instead sent already already week good still ...,Positive
207,1.0,package yet sent cooking still sorted batam day ...,Neutral
208,5.0,long address good clear package arrived safely ...,Positive
209,1.0,worthy charged consumer protection match duration indicated price package ...,Positive
210,5.0,like service,Positive
211,4.0,great,Positive
212,1.0,bad service courier know manner,Negative
213,5.0,ok,Positive
214,4.0,waiter quite good,Positive
215,1.0,please really promise right sumpah yesterday sore day yet nyampe ...,Positive
216,1.0,package stuck batam day cost expensive service like field destination arrive day c also contacted ...,Positive
217,1.0,disappointed package week detained batam follow holding please pay attention many customer complaining long arrival ...,Negative
218,1.0,jne batam slow work work work woy,Neutral
219,4.0,cpet n doesnt queue,Neutral
220,1.0,unprofessional,Negative
221,1.0,using service jne yes delivery delivered next day reality day tomorrow sent checking receipt also lie recipient house empty even though courier come call confirm service bad use jne service,Negative
222,5.0,good,Positive
223,2.0,delivery often overload,Negative
224,5.0,send good stuff staff friendly sometimes want wait outside working hour ...,Positive
225,4.0,jne great,Positive
226,2.0,hard contact jne telephone number call bad service ...,Negative
227,1.0,delivery never time,Neutral
228,5.0,good,Positive
229,1.0,disappointed batam jne item broke process shipment dont want know compensation ...,Negative
230,5.0,send item find food,Neutral
231,4.0,serving delivery good document good service fast good ...,Positive
232,1.0,item arrived day even though us jne yes ...,Positive
233,5.0,reliable fast service,Neutral
234,1.0,hahahaha,Neutral
235,5.0,alhamdulillah month delivery jne package time listen clear address im sure jnes courier easier deliver good thanks jne ...,Positive
236,5.0,send good faster center ...,Positive
237,1.0,poor service complaining long followup good exchanged must complain place satisfying ...,Negative
238,4.0,good service,Positive
239,1.0,contact phone number hub connect turn call service service dead package center pending ...,Negative
240,1.0,use another courier,Neutral
241,4.0,place comfortable ask supporting tool packing good employee also friendly smiling ...,Positive
242,1.0,bad disappointing service package dont arrive,Negative
243,5.0,friendly waitress,Positive
244,5.0,slow queue stay time,Neutral
245,1.0,package day still moving ...,Neutral
246,3.0,despatch service conveniently located tiban ctr,Neutral
247,4.0,thank compensation submission arrived tidied big day wellprepared good happiness strategy delivery according ...,Positive
248,1.0,picking package must wa delivery slow even though already batam ...,Neutral
249,1.0,use jne yes package hasnt arrived day never able useless pay dearly there difference jne reg ...,Positive
250,1.0,use jne yes must day hasnt even arrived courier doesnt call ...,Positive
251,1.0,yes package item hasnt arrived yet,Positive
252,1.0,relationship telephone connected still picked closed immediately bad jnes service day day hahahahha ...,Negative
253,1.0,cant call,Neutral
254,4.0,ok free takjil ramadhan,Positive
255,1.0,package jne courier slow,Neutral
256,1.0,good enough need flat,Positive
257,1.0,successful customer service service provider category every call ring oncetwo time directly closed ...,Positive
258,1.0,almost week still processed sorting center irresponsible used another courier im disappointed jne ...,Negative
259,1.0,victim change ig address get victim gemezzzz beware shopping online ...,Negative
260,1.0,irresponsible shop online shop address day asked receipt number given online shop really isnt responsible maybe mode ...,Negative
261,1.0,bngsat,Neutral
262,1.0,clear response bad item ordered arent sent olshop also responsible run away blowing money good intention order even ...,Positive
263,5.0,let send item,Neutral
264,1.0,day package finished package,Neutral
265,1.0,batams central clerical service regretted courier far professional word begged center pay attention many complaint jne batam ...,Negative
266,1.0,expensive le friendly service,Positive
267,1.0,phone customer service answering call happen almost time,Neutral
268,1.0,completely complicated many rule suddenly changed without confirmation make convious customer,Neutral
269,2.0,please take time shipping jakarta xa package urgent fasting usedtrmksh ...,Positive
270,4.0,good,Positive
271,1.0,item even though address really clear ...,Positive
272,5.0,clean comfortable good service steady lah anyway ...,Positive
273,2.0,cream bos package,Neutral
274,1.0,professional wasnt raised lifted immediately turned polite ...,Neutral
275,1.0,namay aja jne yes sampe package sampe juga kesel jadiy ongkir expensive ga according performancey ...,Positive
276,1.0,arrived good week dont look little big dont ignore small item ...,Positive
277,1.0,gac friendly ignorant,Positive
278,1.0,unplug phone line cant contact sy package go batam field already week status hand courier taik batam medan bkn overseas one ...,Positive
279,4.0,friendly service,Positive
280,4.0,friendly service explanation delivery time etc easy understand good sent safe fast pity outside batam island cant delivered,Positive
281,1.0,severe servant delivery date wear yes package yet clear use yes would quickly get package call customer care among courier reason closed ...,Positive
282,4.0,jne center shop small many queue service fast ...,Neutral
283,1.0,bad service operator never call severe,Negative
284,1.0,jne trash bad service,Negative
285,4.0,come keep big bag send denpasar bag come day bali come give number cargo security wait min search give bag fast,Positive
286,2.0,lack care customer called,Positive
287,5.0,send package,Neutral
288,1.0,severe long delivery,Negative
289,1.0,blind salary eat bgstt lu,Negative
290,1.0,poor delivery doesnt want lose month time customer cancel coyyyy long shopee item answer doesnt make anyone cool ...,Negative
291,1.0,dont like canceling unilateral item please contact dropshipper first money cant liquid ...,Neutral
292,1.0,seems old item already done day day report sorting pile stop receipt jnt package ...,Negative
293,1.0,delivery speeding week item still stuck batam process dont say item day reality item week yet processed continues ...,Negative
294,1.0,come item doesnt process well february also recorded want month ...,Negative
295,1.0,severe worst service,Negative
296,1.0,amazingly item hasnt moved june dont accept order already stacked dont greedy small online merchant wait send item buyer already escaped ...,Negative
297,1.0,service bad many time sent email said wait almost week stuff detained didnt walk ...,Negative
298,1.0,severe worst service ever good resistance without explanation ...,Negative
299,5.0,one week package stuck sent ...,Negative
300,1.0,jne batam really item arrived also action good service work performance able receive good need ...,Positive
301,1.0,answer also dont want pick package february still please confirm bad service ...,Negative
302,1.0,uda almost month package hasnt arrived,Neutral
303,1.0,jne paraahhhhhhhhhhhh know item overloaded accept package send package week later send receive package finish stacked item first ...,Positive
304,1.0,friend jne better disperse shipping service like ...,Positive
305,1.0,shipping process long bnget held item day ago didnt work office kpan sampek item held ...,Neutral
306,1.0,mhon accelerated package waited week estimate cmn day week please speed dont get stop waiting package come keep piling ...,Positive
307,1.0,item pointing hand pointing hahaha fate awaits long time item doesnt work ...,Positive
308,1.0,bad,Negative
309,1.0,please cope jne chat finished email kaga please use period time hold content package already used cape priced rich service ...,Positive
310,1.0,doesnt work stack package dont send `` if send date doesnt change still involves shipping party cant handle lid aj smbl ...,Positive
311,1.0,service delivery unsatisfactory sy online shopping next time go wrong information loading accepted package ...,Negative
312,1.0,send,Neutral
313,1.0,woi got good already mushroomed lou work eating blind salary ...,Positive
314,1.0,service bad package sent nearly month ...,Negative
315,1.0,february also process disappointed jam batam courier ...,Negative
316,1.0,want ask question complaint please give answer solution ordered shopee sent jne batam item still batam sorting center ...,Positive
317,5.0,super fast shipping service,Positive
318,5.0,good service,Positive
319,2.0,ministry bad,Negative
320,1.0,regret using expedition option suggest seller buyer use service item hasnt arrived long time also contacted response ...,Negative
321,1.0,package week yet checked december still batam center overloaded stop stopped first rather disappointing c also ...,Negative
322,1.0,good point,Positive
323,5.0,time,Neutral
324,1.0,package batam bandung day ...,Neutral
325,1.0,want hang pack package,Positive
326,1.0,really havent walking long ago batam center,Neutral
327,1.0,jne batam payah,Neutral
328,1.0,bad service already checked good hand courier still hold batam please cooperate ...,Positive
329,1.0,send using yes makassar next time item closed loss ...,Positive
330,1.0,want item shopee feb till still sorted well sent severe way allaah even though said order received ...,Negative
331,1.0,expensive many regulation post office complicated much arrive ...,Neutral
332,1.0,using jne ship batam bandung twice end good week stay batam terrible service hopefully company take serious improvement branch,Positive
333,4.0,splendid,Positive
334,1.0,sorting time,Neutral
335,1.0,jne batam overload stop first think package due fact many people disappointed item purchased online long time including tp jne jakarta delivery ...,Negative
336,1.0,service bad every time call one ever answer package often delivered late afternoon evening office closed package address also included cellphone ...,Negative
337,1.0,bad service package passed term service doesnt come c phone ...,Negative
338,1.0,called,Neutral
339,1.0,slow service week still sorting center even though close batam padang ...,Neutral
340,5.0,nice professional service,Positive
341,1.0,deceived person named muh cadr rifansyah said good sent transfer money please assert victim unfortunately use ...,Negative
342,1.0,clerk know address told pick item hour even day good damaged jni pay temporary shipping fee lost lot ...,Negative
343,1.0,im still still january walk road dont make disappointed ...,Positive
344,1.0,bad number c doesnt,Negative
345,3.0,jne always overloaded,Neutral
346,1.0,close really bad service,Negative
347,1.0,jne decreasing service downloaded application make easier check location item update oclock afternoon end empty without ...,Positive
348,1.0,shut,Neutral
349,1.0,true past always used jne delivery day price much different decided use jnt service thank jnt ...,Positive
350,1.0,slow delivery week delivery status batam noodle still hasnt changed ...,Neutral
351,1.0,ordered good tokped via jne good arrived expedition really bad astagfirullah ...,Positive
352,1.0,delivery long good sent long time please cooperate customer angry old good arrived ...,Positive
353,1.0,service bad package sent incorrectly someone el address hopefully improved harm people ...,Negative
354,1.0,responsibility batam jne party package sent friday today position jne batam please dont make people disappointed every time phone cut whats ...,Positive
355,1.0,yes package take week jkt even though overloaded item batam delivered jne ...,Positive
356,1.0,yes package hasnt arrived,Positive
357,5.0,nice friendly quick response ...,Positive
358,1.0,slow,Neutral
359,2.0,ive called time tried extension every second bound break one pick purpose make suspicious ...,Negative
360,1.0,dont understand service jne batam,Neutral
361,4.0,improved quality service,Positive
362,1.0,phone number suddenly doesnt work call connected one answer yes package sent afternoon yet arrived destination better include phone ...,Positive
363,1.0,jne service getting worse send package using yes period regular yes usually sunday national holiday still delivered sunday reason close jne thought ...,Positive
364,4.0,good friendly,Positive
365,1.0,want work arbitrarily dont work service bos ...,Positive
366,1.0,package delivered day week package hasnt arrived ...,Neutral
367,2.0,first time shopping online batam eh hasnt arrived yet ...,Neutral
368,5.0,nice hurry,Positive
369,1.0,bad service,Negative
370,2.0,delivery courier arrived one home contact phone whats use cellphone number written package please dont like ...,Positive
371,1.0,c jne batam branch phone never picked reluctant serve picked phone immediately turned ...,Positive
372,4.0,good service free parking great,Positive
373,1.0,package canceled since hasnt delivered yet ...,Neutral
374,1.0,worse jne arrived day hasnt arrived day ...,Negative
375,1.0,every day check thing dont move still batam jne dreg ...,Neutral
376,1.0,package sent via jne always arrive late match estimated delivery time delivery via jne used repeatedly service promised cant choose another ...,Positive
377,1.0,really bad,Negative
378,1.0,phone number never picked package sent hasnt arrived yet status process jne batam badly dilapidated ...,Negative
379,4.0,service friendly orderly queue number dont use toa queue number heard voice crowd little heard calling queue number ...,Positive
380,1.0,late ordered november december come progressinghow itanyone know telephone number center isnt natam ...,Positive
381,1.0,called jne customer service batam time always rejected thank,Negative
382,1.0,special jne batam bad jne location ok jne batam get jnes good name ...,Positive
383,1.0,come taking long week ...,Neutral
384,5.0,pick good,Positive
385,1.0,please respond u consumer,Positive
386,1.0,good sent november today december good moving still processed batam ordered item took long think good arrive ...,Positive
387,1.0,package december already december hasnt moved yet day still doesnt move package position still batam phone ...,Neutral
388,1.0,worst service world word fact dont match far said day arrive already time horned cat didnt arrive ...,Negative
389,1.0,embarrassing jne take day cook good agent warehouse warehouse day central jne try fix problem come like jne ...,Neutral
390,1.0,bad service week good still batam service bad ...,Negative
391,1.0,yes service always delayed day reg service take day please improve service ...,Positive
392,1.0,week order hasnt arrived batam reason overload please fix service jne whats fate good sorting doesnt move batam really disappointed ...,Negative
393,1.0,week item hasnt shipped yet fac ...,Neutral
394,1.0,worst branch ever usually buying good city go smoothly batam good sorted people give buying thing batam ...,Positive
395,1.0,item havent moved week even worse ...,Negative
396,1.0,longer using jne batam order shopee dec dec hasnt moved jne batam crazy first time using courier time given ...,Negative
397,1.0,whats batam package come batam please please process package immediately really need ...,Positive
398,1.0,service slow package sorted day hasnt moved even though someone order ...,Neutral
399,1.0,really trash enough,Neutral
400,1.0,delivery clear,Positive
401,1.0,bought product online shop hasnt moved yet still blocked reason overload even though already christmas new year holiday expedition ...,Negative
402,1.0,flawed said please understand condition blablabla whatever job late mean work slow didnt arrive week slow guy ...,Negative
403,1.0,really bad first time shop shopee delivery batam use jne longest youre quickly losing shipment abroad please fix dont know whats fate ...,Negative
404,1.0,please hurry sorting shop shopee december december still moving batam sorting center ...,Positive
405,1.0,package still batam oh god customer waiting disappointing even though lot item batam ...,Negative
406,1.0,better go business jne batam order stop sorting jne batam keep sucking ...,Positive
407,1.0,super slow delivering time aware wan na online shopping batam delivering using jne would freak slow delivery service one reason gon na tell overload even waiting week nonsense,Negative
408,1.0,jne service bad delivery often overload batam close ...,Negative
409,1.0,jne batam tlg committed stuff nov dec still moving overload sampek much big package buyer wait good please dont damage seller image ...,Positive
410,1.0,tired using jne batam flight delay continues complained cape ...,Negative
411,1.0,bad service,Negative
412,1.0,think item sent november yesterday still batam turn lot overload item stop doesnt work please professional ...,Negative
413,1.0,delivery bad ordered good november december didnt arrive even though lot consumer good responsibility week ...,Positive
414,3.0,service lacking,Neutral
415,1.0,brg still status outbound,Neutral
416,1.0,want convey package moving manifested batam sorting center sorting status since november however think entered day december ...,Positive
417,1.0,paaaaaarrrraahhhhh bought product november beforehand delivery batam nyeseeeeelll allah ...,Neutral
418,1.0,ordered bag batam november arrived november already december good yet reached jne batam badly often overloaded order never arrived far ...,Positive
419,1.0,ordered shopee nov nov shop moment december package moved batam even though also order de different shop using jne ...,Neutral
420,1.0,disappointed jne batam super parahhhh,Positive
421,1.0,poor quality good delivered month customer care answer overload investigation process blah blah blah ...,Negative
422,1.0,bad time shopping batam already disappointed expedition item november december move please improve jne service look like ...,Neutral
423,1.0,send package november december still doesnt change still batam ...,Neutral
424,2.0,come put job application,Neutral
425,1.0,swear really disappointed jne batam friend sending read review first shopped shopie november package arrived package ...,Negative
426,1.0,delivery took really long,Neutral
427,1.0,last time spent shopping batam using jne expedition disappointed administration november tagal package moved disappointed angry ...,Negative
428,1.0,delivery lambaaattttt week good sent still sorting batam ...,Positive
429,1.0,interest sending item already day good still ...,Positive
430,1.0,god batam,Positive
431,1.0,week package stuck batam sent java island woooiii person item ...,Negative
432,1.0,lousy unprofessional mention typically lazy responsible rip indonesian logistic,Negative
433,1.0,package ordered shopee november movement even though store sent receipt updated movement ...,Neutral
434,1.0,cant close shipment dont use reason overload yes overload period day good dont move batam mulu really there post like ...,Positive
435,1.0,service really bad better fast tiki jne isnt clear status batam warehouse saying still ...,Negative
436,5.0,good servicepolite friendly,Positive
437,1.0,bad service never answered phone,Negative
438,1.0,package november november moving shipment made clarity send really bad problem kind problem cant solved right kind ...,Negative
439,1.0,wheres package batam jember didnt arrive almost two week ...,Neutral
440,1.0,badly ordered good batam arrived even though yes service expedition really bad ...,Negative
441,1.0,jne people comment processed quickly dont take long bad service company ...,Positive
442,1.0,bad service package run warranty position good still province origin ...,Negative
443,1.0,bad bad good day processed,Negative
444,1.0,diweb info open telephoned one answered ...,Neutral
445,1.0,disappointed jne batam shipment kronjo old balaraja service order yet status shipment still process still batam batam moved yet ...,Negative
446,1.0,jne disappointed jne batam ordered via shopee starting november november good still batam ordered batam immediately disappointed ...,Negative
447,1.0,feel like cursing package status hasnt changed usually day week status sorted batam crazy really recommended ferguso ...,Positive
448,1.0,crazy jne really bad choice number shipment using jne im really giving even though using jne mah another shipment yet ...,Negative
449,1.0,package week still batam movement sent tired waiting bad service ...,Negative
450,1.0,item sent week overloaded dont accept package people good dont reach ...,Positive
451,1.0,kind expedition like service cust really bad package already status hasnt changed still sorting center even though there one pick ...,Positive
452,1.0,pane jne delivery stalled batam week jne called said delay plane said rescheduled ...,Negative
453,1.0,delivery batam took long disappointing,Negative
454,1.0,sender slow status good already arrived batam day havent received either bad mlh using j arrived day ago even though sent ...,Positive
455,2.0,ask large amount help delivery batam bandung hasnt arrived week yet still processed sorting,Positive
456,1.0,jne bad dont want knowi pake jne yes batam jakarta already wanted week burned good still burned sampe processed sorting continued jnes party continues close ...,Positive
457,1.0,worker competent often overloaded large number good branch can not afford ...,Positive
458,1.0,djancok jne batam track status still batam center customer user recipient right authority work also work party batam area harm losing ...,Negative
459,1.0,package month hasnt arrived either sent october hasnt arrived ...,Neutral
460,1.0,item sent doesnt arrive please ...,Negative
461,1.0,loss serious loss jne please send package bro mba ...,Negative
462,1.0,please package still stuck jne batam sorting center delivery stuck even though package really ...,Negative
463,1.0,package status october return shipper november already jakarta confirmed central jne said package still batam week hasnt arrived ...,Neutral
464,1.0,jne bad super bad good damaged delivery slow hadeh ...,Negative
465,1.0,good customer service bad called many time picked courier already selected yes one day arrival even took hour shipping ...,Positive
466,1.0,dont know else delivery order batam jakarta take three week even hasnt arrived yet delivered midoctober yesterday november good ...,Positive
467,1.0,please accelerate delivery good sir also need item day good still batam please correct delivery service sir ...,Positive
