,word,count,Sentiment
225,latest,2,Neutral
226,news,2,Neutral
227,transit,2,Neutral
228,dial,2,Neutral
229,bale,2,Neutral
230,ternal,2,Neutral
231,damage,2,Negative
232,canceled,2,Neutral
233,kendari,2,Neutral
234,reply,2,Neutral
235,chat,2,Neutral
236,minute,2,Neutral
237,returned,2,Neutral
238,damn,2,Negative
239,ever,2,Neutral
240,kapokkkkkapokkkk,2,Neutral
241,us,2,Neutral
242,ninjaaaa,2,Neutral
243,warehouse,2,Neutral
244,depokkk,2,Neutral
245,visaa,2,Neutral
246,let,2,Neutral
247,alone,2,Negative
248,aaaaa,2,Neutral
249,taking,2,Neutral
250,stuck,2,Negative
251,eid,2,Neutral
252,phone,2,Neutral
253,lifted,2,Neutral
254,mulu,2,Neutral
255,ruin,2,Negative
256,shop,2,Neutral
257,push,2,Neutral
258,aseli,2,Neutral
259,center,2,Neutral
260,talk,2,Neutral
261,1/2,2,Neutral
262,ill,2,Negative
263,completely,2,Neutral
264,enter,2,Neutral
265,shopee,2,Neutral
266,marketplace,2,Neutral
267,item,2,Neutral
268,entered,2,Neutral
269,hun,2,Neutral
270,turtle,2,Neutral
271,ugly,2,Negative
272,poor,2,Negative
273,people,2,Neutral
274,whichever,2,Neutral
275,choice,2,Neutral
276,receipt,2,Neutral
277,olshop,2,Neutral
278,given,2,Neutral
279,suitable,2,Neutral
280,result,2,Neutral
281,unsatisfactory,2,Neutral
282,almost,2,Neutral
283,damaged,2,Negative
284,accountability,2,Neutral
285,admin,2,Neutral
286,gosh,2,Neutral
287,period,2,Neutral
288,friend,2,Positive
289,try,2,Neutral
290,today,2,Neutral
291,fails,2,Negative
292,sending,2,Neutral
293,criticize,2,Negative
294,document,2,Neutral
295,worn,2,Negative
296,torn,2,Negative
297,cooperated,2,Neutral
298,read,2,Neutral
299,review,2,Neutral
300,register,2,Neutral
301,swear,2,Negative
302,office,2,Neutral
303,immediately,2,Neutral
304,general,2,Neutral
305,os,2,Neutral
306,xena,2,Neutral
307,warrior,2,Neutral
308,ca,2,Neutral
309,n't,2,Neutral
310,track,2,Neutral
311,website,2,Neutral
312,mistake,2,Negative
313,lambatt,2,Neutral
314,cod,2,Neutral
315,disbursement,2,Neutral
316,money,2,Neutral
317,quite,2,Neutral
318,bill,2,Neutral
319,includes,2,Neutral
320,weight,2,Neutral
321,appropriate,2,Neutral
322,written,2,Neutral
323,messy,2,Negative
324,stupid,2,Negative
325,angry,2,Negative
326,respond,2,Neutral
327,indonesia,2,Neutral
328,xpres,2,Neutral
329,spend,2,Neutral
330,surgery,2,Neutral
331,jne,2,Neutral
332,j,2,Neutral
333,ive,2,Neutral
334,messenger,2,Neutral
