,word,count,Sentiment
126,work,1,Neutral
127,ordered,1,Neutral
128,attempt,1,Neutral
129,failed,1,Negative
130,date,1,Neutral
131,competitor,1,Neutral
132,estimation,1,Neutral
133,appropriate,1,Neutral
134,like,1,Positive
135,anjayyyyyy,1,Neutral
136,cook,1,Neutral
137,anteraja,1,Neutral
138,missorted,1,Neutral
139,kupang,1,Neutral
140,ternate,1,Neutral
141,hotlines,1,Neutral
142,respond,1,Neutral
143,recommended,1,Positive
144,ive,1,Neutral
145,waiting,1,Neutral
146,apparently,1,Neutral
147,zonks,1,Neutral
148,answer,1,Neutral
149,clear,1,Positive
150,lately,1,Neutral
151,wasnt,1,Neutral
152,tell,1,Neutral
153,buyer,1,Neutral
154,knew,1,Neutral
155,return,1,Neutral
156,responsible,1,Positive
157,place,1,Neutral
158,durability,1,Neutral
159,lelet,1,Neutral
160,surabaya,1,Neutral
161,vehicle,1,Neutral
162,incidentally,1,Neutral
163,economical,1,Neutral
164,request,1,Neutral
165,opening,1,Neutral
166,process,1,Neutral
167,hashtags,1,Neutral
168,medsos,1,Neutral
169,especially,1,Neutral
170,twitter,1,Neutral
171,review,1,Neutral
172,atwmap,1,Neutral
173,consumer,1,Neutral
174,website,1,Neutral
175,useless,1,Negative
176,shoppe,1,Neutral
177,estimate,1,Neutral
178,going,1,Neutral
179,percentage,1,Neutral
180,anternya,1,Neutral
181,losing,1,Negative
182,select,1,Neutral
183,match,1,Neutral
184,logo,1,Neutral
185,stuck,1,Negative
186,pesanggrahan,1,Neutral
187,continued,1,Neutral
188,product,1,Neutral
189,hello,1,Neutral
190,closer,1,Neutral
191,lebaran,1,Neutral
192,far,1,Neutral
193,sm,1,Neutral
194,palembang,1,Neutral
195,havent,1,Neutral
196,food,1,Neutral
197,sumpaaaaaaaahhhhhhh,1,Neutral
198,sukoharjo,1,Neutral
199,bk,1,Neutral
200,trf,1,Neutral
201,saturday,1,Neutral
202,branch,1,Neutral
203,le,1,Neutral
204,responsive,1,Positive
205,expected,1,Neutral
206,expect,1,Neutral
207,least,1,Neutral
208,gymnast,1,Neutral
209,promise,1,Positive
210,brought,1,Neutral
211,second,1,Neutral
212,error,1,Negative
213,third,1,Neutral
214,also,1,Neutral
215,returned,1,Neutral
216,worldwide,1,Neutral
217,recommend,1,Positive
218,via,1,Neutral
219,dhl,1,Neutral
220,around,1,Neutral
221,tel,1,Neutral
222,fix,1,Neutral
223,home,1,Neutral
224,quickly,1,Neutral
225,tangsel,1,Neutral
226,regional,1,Neutral
227,office,1,Neutral
228,seriously,1,Negative
229,feel,1,Neutral
230,frustrated,1,Negative
231,distance,1,Neutral
232,hour,1,Neutral
233,receive,1,Neutral
234,wonder,1,Neutral
235,get,1,Neutral
236,ajj,1,Neutral
237,ugly,1,Negative
238,transit,1,Neutral
239,je,1,Neutral
240,en,1,Neutral
241,te,1,Neutral
242,fire,1,Negative
243,management,1,Neutral
244,never,1,Neutral
245,bought,1,Neutral
246,lot,1,Neutral
247,different,1,Neutral
248,shop,1,Neutral
249,shopee,1,Neutral
250,didang,1,Neutral
251,unit,1,Neutral
252,broken,1,Negative
253,alien,1,Neutral
254,please,1,Positive
255,doubt,1,Negative
256,protested,1,Negative
257,horrible,1,Negative
258,nov,1,Neutral
259,latest,1,Neutral
260,info,1,Neutral
261,shipped,1,Neutral
262,sunter,1,Neutral
263,check,1,Neutral
264,tokopedia,1,Neutral
265,position,1,Neutral
266,difference,1,Neutral
267,karawaci,1,Neutral
268,south,1,Neutral
269,contacting,1,Neutral
270,can,1,Neutral
271,not,1,Neutral
272,ride,1,Neutral
273,september,1,Neutral
274,arrives,1,Neutral
275,loss,1,Negative
276,tariff,1,Neutral
277,sad,1,Negative
278,capital,1,Neutral
279,find,1,Neutral
280,timely,1,Neutral
281,better,1,Positive
282,fellow,1,Neutral
283,kapokkk,1,Neutral
284,reluctant,1,Negative
285,fixed,1,Neutral
286,accordance,1,Neutral
287,suitable,1,Neutral
288,slipping,1,Neutral
289,harmed,1,Negative
290,cellphone,1,Neutral
291,sperpack,1,Neutral
292,joooo,1,Neutral
293,strayed,1,Neutral
294,sukorejo,1,Neutral
295,looking,1,Neutral
296,right,1,Neutral
297,away,1,Neutral
298,suck,1,Negative
299,deserve,1,Neutral
300,name,1,Neutral
301,fleet,1,Neutral
302,logistics,1,Neutral
303,business,1,Neutral
304,price,1,Neutral
305,start,1,Neutral
306,badly,1,Negative
307,anymore,1,Neutral
308,drug,1,Neutral
309,dead,1,Negative
310,sick,1,Negative
311,status,1,Neutral
312,changed,1,Neutral
313,come,1,Neutral
314,kapok,1,Neutral
315,order,1,Neutral
316,online,1,Neutral
317,track,1,Neutral
318,recoded,1,Neutral
319,area,1,Neutral
320,promised,1,Positive
321,languishing,1,Neutral
322,saying,1,Neutral
323,policy,1,Neutral
324,adjusted,1,Neutral
325,applicable,1,Neutral
326,government,1,Neutral
327,law,1,Neutral
328,thank,1,Positive
329,obviously,1,Neutral
330,stagnated,1,Neutral
331,content,1,Neutral
332,live,1,Neutral
333,malang,1,Neutral
334,pay,1,Negative
335,called,1,Neutral
336,asked,1,Neutral
337,contact,1,Neutral
338,seemed,1,Neutral
339,blaming,1,Negative
340,hadnt,1,Neutral
341,shouldnt,1,Neutral
342,location,1,Neutral
343,caught,1,Neutral
